time_ms,physics_real_d,detector_neg_template,velocity_scan,glrt_stat
-10.0,3.254919753222358e-06,7.831959530633477e-05,13000.0,5.229544651182327e-08
-9.995000000000001,2.712170756924295e-06,0.00012725740480998656,13040.0,2.6413006696537372e-08
-9.99,-3.9627147587764545e-07,-3.857988223315405e-05,13080.0,5.323724074380213e-11
-9.985000000000001,2.5132648602720826e-07,-0.00013937687680674036,13120.0,6.068121910080061e-08
-9.98,1.2206562393251169e-07,-5.339615335952391e-06,13160.0,3.91696962571624e-09
-9.975,-3.425382553706652e-06,0.00013770299996691452,13200.0,1.2496574845431176e-09
-9.969999999999999,-2.222712432356097e-06,4.9121467716167655e-05,13240.0,1.6134544275715348e-08
-9.965,1.0875365312430962e-05,-0.00012203270711629114,13280.0,2.5753868834076825e-09
-9.96,6.1206887247523e-05,-8.826700032960695e-05,13320.0,5.87652693028689e-09
-9.955,1.0327544293729186e-05,9.361335133678821e-05,13360.0,3.3799601597992086e-08
-9.950000000000001,4.863479288269101e-06,0.00011856332727359315,13400.0,2.590622766481325e-09
-9.945,-1.0632555296670304e-06,-5.510025593929709e-05,13440.0,8.192155908176334e-08
-9.940000000000001,-5.895349004972498e-07,-0.00013655683477536133,13480.0,2.8478659857138706e-08
-9.934999999999999,-6.534578083294391e-09,1.0355065792562411e-05,13520.0,4.439820038756787e-09
-9.93,-2.239749023776928e-06,0.00013997999298758312,13560.0,1.8048430927926197e-08
-9.924999999999999,-1.016043174203649e-06,3.590761816848754e-05,13600.0,9.337327746906363e-08
-9.92,5.427277025301638e-06,-0.00012807774253658003,13640.0,3.85123413456938e-08
-9.915000000000001,5.723650869533449e-06,-7.859900327430671e-05,13680.0,1.0777573681533692e-07
-9.91,-2.217161480535239e-05,0.00010178554487321563,13720.0,2.8191269048076095e-08
-9.905000000000001,1.7523528744045253e-05,0.00011281587699761617,13760.0,9.009177448113632e-08
-9.9,-2.7446469188685765e-06,-6.372371877943152e-05,13800.0,1.0672013995733398e-07
-9.895000000000001,-1.8588543205034078e-06,-0.0001344221001382847,13840.0,1.4914965887512682e-07
-9.889999999999999,6.011126498903744e-08,1.7991281491565152e-05,13880.0,3.0687312206391716e-08
-9.885,-1.4757746874581314e-06,0.0001405832062113909,13920.0,1.711611919411073e-08
-9.879999999999999,-6.323024992498228e-07,3.023436447551668e-05,13960.0,8.570062543576432e-09
-9.875,3.7251963158855787e-06,-0.0001301837564705502,14000.0,8.029214841638286e-09
-9.870000000000001,3.0715260317509708e-06,-7.526030186674568e-05,14040.0,2.246598216333046e-08
-9.865,-6.334371916799296e-06,0.00010406428000427982,14080.0,7.083671370245212e-09
-9.860000000000001,-1.3836552926060024e-05,0.00011154760697826217,14120.0,4.6513850896364465e-15
-9.855,-2.1676969461398207e-05,-6.503103130664118e-05,14160.0,5.739542264847149e-08
-9.85,-5.511075050633662e-06,-0.00013441160984914788,14200.0,3.674217358007159e-08
-9.844999999999999,2.485376457531295e-07,1.7616496526393523e-05,14240.0,4.2278744253351825e-08
-9.84,-7.719953156086944e-07,0.00014066476256504814,14280.0,5.238345085557523e-08
-9.835,-5.347706504961889e-07,3.240066709432274e-05,14320.0,6.50234190986859e-08
-9.83,2.8891016125880644e-06,-0.00012911220478255316,14360.0,2.1738183523844543e-08
-9.825000000000001,2.373749108795232e-06,-7.867422036620156e-05,14400.0,2.968404479146668e-13
-9.82,-3.881686571821261e-06,0.00010082054710504891,14440.0,9.701088545117161e-08
-9.815000000000001,-5.939874731528399e-06,0.0001150938312897054,14480.0,8.459340882677557e-09
-9.81,4.9987017662700036e-06,-5.910322022951452e-05,14520.0,1.0639574350337267e-08
-9.805,0.000125882951173017,-0.00013661478398550126,14560.0,8.213460452011924e-09
-9.799999999999999,5.784304013962216e-07,9.199363064622237e-06,14600.0,3.821273219338686e-09
-9.795,3.4866480317071404e-07,0.00014000124890153876,14640.0,1.0806734738711828e-07
-9.790000000000001,-5.467835289700856e-07,4.233580391898166e-05,14680.0,1.0417214313745293e-09
-9.785,2.3777723851783517e-06,-0.00012437111024852235,14720.0,2.746351224920475e-12
-9.780000000000001,2.2659085959147834e-06,-8.846793265636208e-05,14760.0,3.4410558765604064e-08
-9.775,-2.7923544682298476e-06,9.14475057554026e-05,14800.0,2.262188999597412e-08
-9.770000000000001,-4.468117747680176e-06,0.00012264731899310088,14840.0,1.0038703247371033e-07
-9.764999999999999,2.0361113015850894e-06,-4.545551064732731e-05,14880.0,1.6425438702873472e-08
-9.76,8.298166545969287e-06,-0.00013977007907913297,14920.0,7.538415673786098e-08
-9.754999999999999,6.961502483439953e-07,-7.351161546633325e-06,14960.0,7.084593385145971e-09
-9.75,5.357082173929062e-06,0.00013699466287089688,15000.0,4.228883099490903e-08
-9.745000000000001,-4.797050368775684e-07,5.9494427598135146e-05,15040.0,7.345733382674508e-09
-9.74,1.9963016947530295e-06,-0.00011427933569828983,15080.0,5.8812752596713386e-09
-9.735000000000001,2.4954910414194804e-06,-0.00010331370786867091,15120.0,5.592613869285118e-08
-9.73,-2.0548157383798565e-06,7.453574771352311e-05,15160.0,3.951526006686662e-09
-9.725000000000001,-4.115967043571938e-06,0.0001321060904341533,15200.0,1.9412854357168402e-08
-9.719999999999999,8.084852758894326e-07,-2.3343092575881233e-05,15240.0,1.18503543874649e-10
-9.715,5.331391673621076e-06,-0.00014119640391422957,15280.0,1.1109341020554659e-07
-9.709999999999999,1.2985600866393015e-06,-3.176881171611192e-05,15320.0,4.5552041264929165e-09
-9.705,-8.091369606978776e-06,0.00012876352809741096,15360.0,9.063251949239712e-09
-9.700000000000001,2.1453888243927102e-06,8.238953065481326e-05,15400.0,4.588832304798769e-09
-9.695,1.6479317943416199e-06,-9.6271657663614e-05,15440.0,1.362778549073787e-07
-9.690000000000001,3.1112610034055914e-06,-0.00012050846858823528,15480.0,1.1679735366252594e-08
-9.685,-1.3417088436700136e-06,4.840504828566285e-05,15520.0,1.1003119776360078e-08
-9.68,-4.231938324022358e-06,0.00013981498198523218,15560.0,1.6150816623452907e-11
-9.674999999999999,-2.3651594678623092e-07,7.52297287147773e-06,15600.0,1.3201992754822187e-08
-9.67,4.361708369431624e-06,-0.00013680597277042862,15640.0,1.935415108958124e-08
-9.665,1.9682550845238856e-06,-6.263083987123456e-05,15680.0,1.9930965321996827e-09
-9.66,-3.590104944926779e-06,0.00011150116085641276,15720.0,4.202424995447216e-09
-9.655000000000001,-3.123260113680827e-06,0.00010785873015801968,15760.0,3.835879262369848e-08
-9.65,6.763678205595511e-05,-6.76143774310229e-05,15800.0,4.0908083065166455e-08
-9.645000000000001,5.044223020154107e-06,-0.00013547743067017322,15840.0,1.775067360797473e-10
-9.64,-3.4397154048193126e-07,1.2109003164644838e-05,15880.0,5.380210945853164e-11
-9.635,-4.707391930061443e-06,0.0001404656964702171,15920.0,7.919838268194588e-09
-9.629999999999999,-1.4985708051032006e-06,4.583331681457121e-05,15960.0,6.045962954586701e-08
-9.625,3.7843841615247777e-06,-0.00012150581052918116,16000.0,9.095044995146071e-10
-9.62,2.810760352915607e-06,-9.629502740912293e-05,16040.0,1.573329218575289e-08
-9.615,-2.2262469944980206e-06,8.139219864243637e-05,16080.0,1.5592755911642914e-08
-9.610000000000001,-2.9141504596593397e-06,0.00013032723916526083,16120.0,4.166023459395821e-08
-9.605,4.898358382783871e-07,-2.6735209207041977e-05,16160.0,1.3605073515920861e-08
-9.600000000000001,-7.986331644608092e-06,-0.00014158666369145146,16200.0,1.6761261519409167e-08
-9.594999999999999,2.5595963015755903e-06,-3.303973464628829e-05,16240.0,4.483909429155793e-08
-9.59,-5.886734430272477e-06,0.00012760146145502298,16280.0,3.939316256338715e-08
-9.584999999999999,-3.4248410725103006e-06,8.726710509875895e-05,16320.0,6.359013034170865e-08
-9.58,3.1123395352560333e-06,-9.040454294953377e-05,16360.0,2.6652098671442217e-08
-9.575,3.858449746000454e-06,-0.00012594080000112378,16400.0,1.0411134414460352e-08
-9.57,-1.0066126436946655e-06,3.636884846251235e-05,16440.0,3.9305776806698776e-10
-9.565000000000001,-3.1240416693912156e-06,0.00014160515715991577,16480.0,7.647883381500357e-08
-9.56,-2.9869556047113157e-07,2.4783277892733103e-05,16520.0,3.723383061581576e-08
-9.555000000000001,2.831243677453719e-07,-0.00013087682759816238,16560.0,6.086441312857607e-09
-9.549999999999999,-4.325467432618287e-06,-8.166756199125253e-05,16600.0,1.2075067536629527e-07
-9.545,-1.462770131327225e-05,9.527716741498159e-05,16640.0,3.5430246564949154e-10
-9.54,-7.70803928277058e-06,0.00012334576506764925,16680.0,6.045878198329398e-08
-9.535,1.8336177483883893e-06,-4.116259929804701e-05,16720.0,4.0449174798940347e-10
-9.530000000000001,5.145946820595713e-06,-0.00014147085749445547,16760.0,1.3893659982574432e-08
-9.525,6.159448647911783e-07,-2.129847368946851e-05,16800.0,1.9413474569476842e-08
-9.520000000000001,-3.1970291544108403e-06,0.00013204587870189875,16840.0,7.865770292737332e-10
-9.515,-1.3599989369890377e-06,7.996612792761334e-05,16880.0,2.867278237328612e-09
-9.510000000000002,9.147285493746956e-07,-9.641516990278649e-05,16920.0,5.044366348396732e-10
-9.504999999999999,-7.734446953523489e-07,-0.00012307269887007935,16960.0,2.8797640701781188e-08
-9.5,1.741418084992745e-06,4.1231718330320104e-05,17000.0,2.4695507232069903e-14
-9.495,-0.0001284289678765095,0.00014162568574634763,,
-9.49,-2.0111916062134533e-06,2.266492129313343e-05,,
-9.485000000000001,6.846520992149048e-06,-0.00013137612552855234,,
-9.48,3.131994960745778e-06,-8.230266402848737e-05,,
-9.475000000000001,-2.7507514290642075e-06,9.39094369734716e-05,,
-9.47,-2.6409509144207672e-06,0.00012519466862086608,,
-9.465,5.419423644538434e-07,-3.6566439415391764e-05,,
-9.459999999999999,4.983698537073818e-07,-0.0001420013494717475,,
-9.455,-4.2373774053799633e-07,-2.886918575575682e-05,,
-9.45,5.765518859254295e-06,0.00012866507423920978,,
-9.445,3.111148698374167e-05,8.851655969527276e-05,,
-9.440000000000001,1.0993088011722218e-05,-8.751539362471934e-05,,
-9.435,7.867867134307546e-06,-0.00012933156800186792,,
-9.430000000000001,-1.107275029360719e-06,2.7030807125165684e-05,,
-9.424999999999999,-3.94960189712325e-06,0.00014201710751426662,,
-9.42,-6.785473553199035e-07,3.9780293768687885e-05,,
-9.415,1.1607402894894928e-06,-0.00012325406356606384,,
-9.41,-1.689301080720259e-07,-9.8106128924639e-05,,
-9.405,1.1421378643915551e-06,7.670060672599783e-05,,
-9.4,5.940374964854555e-06,0.00013461603257991324,,
-9.395000000000001,-1.7649175842381824e-06,-1.2448374576194635e-05,,
-9.39,3.063478753539865e-05,-0.00014058066029666398,,
-9.385000000000002,3.954819412713277e-06,-5.5039819546279317e-05,,
-9.379999999999999,-4.791617809528105e-06,0.00011408774590576526,,
-9.375,-2.8598764133887367e-06,0.00011012551071547824,,
-9.37,9.683605635239878e-07,-6.077058371365709e-05,,
-9.365,7.103030504487407e-07,-0.0001396376304808626,,
-9.36,-1.04673952362262e-07,-7.221437501486719e-06,,
-9.355,2.5922694110797327e-06,0.00013611654872666386,,
-9.350000000000001,3.21406926142871e-06,7.387492131248471e-05,,
-9.345,-1.0995973782440255e-05,-9.984522632507189e-05,,
-9.340000000000002,8.298901806012028e-05,-0.00012304331567503966,,
-9.334999999999999,-3.5213412435241544e-06,3.909099712297742e-05,,
-9.33,-6.2188178241759295e-06,0.00014240384570296443,,
-9.325,-7.126983816402594e-07,3.161576963102983e-05,,
-9.32,1.514242388558741e-06,-0.0001266669247499396,,
-9.315,7.141944660051744e-08,-9.485803085090784e-05,,
-9.31,6.830033671520209e-07,7.918100152535716e-05,,
-9.305000000000001,2.9724690032732446e-06,0.00013461067173814667,,
-9.3,-4.1024401233992607e-07,-1.1423026948010103e-05,,
-9.295,-1.209307091546268e-05,-0.00014038037643471075,,
-9.29,-3.923257544759585e-05,-5.962563983964508e-05,,
-9.285,-1.282180317549706e-05,0.00011012512104287797,,
-9.28,-5.2520062050917144e-06,0.00011566489898072589,,
-9.275,1.1931153686330999e-06,-5.1113272942948384e-05,,
-9.27,1.1431472784092462e-06,-0.00014181692889148753,,
-9.265,-1.186333932653224e-07,-2.163142207903945e-05,,
-9.260000000000002,1.6479486581936928e-06,0.0001306948671419808,,
-9.254999999999999,2.1913735447737532e-06,8.903010304163917e-05,,
-9.25,-3.3506421454862876e-06,-8.466423518624464e-05,,
-9.245,-9.458953314359578e-06,-0.00013292408363604864,,
-9.24,3.3607638474057956e-06,1.5573504229632106e-05,,
-9.235,-2.4344857735480162e-05,0.00014104314720119962,,
-9.23,-2.715175531926501e-06,5.812421335870502e-05,,
-9.225000000000001,2.1815167586806827e-06,-0.00011059548622650319,,
-9.22,4.438305391056998e-07,-0.00011621578904975526,,
-9.215000000000002,2.682019865407251e-07,4.9396434568419437e-05,,
-9.209999999999999,2.287437905863025e-06,0.00014229825772535867,,
-9.205,7.167786532128946e-07,2.5927570848652024e-05,,
-9.2,-4.961055379624229e-06,-0.00012854065064221002,,
-9.195,-5.715827609053457e-06,-9.43209464758605e-05,,
-9.19,1.0067633236526861e-05,7.822844612391506e-05,,
-9.185,-5.1752359611421616e-05,0.0001361588484528587,,
-9.180000000000001,4.158794697478086e-07,-5.226344441139702e-06,,
-9.175,2.21283039160144e-06,-0.00013896997021780293,,
-9.170000000000002,-7.75484292360392e-08,-6.966269834885854e-05,,
-9.165,1.029519077904804e-06,0.0001013364491562214,,
-9.16,2.4026755284887868e-06,0.00012454841951729082,,
-9.155,-8.903017638426537e-07,-3.3711191573796e-05,,
-9.15,-5.338478300684998e-06,-0.00014289981939920839,,
-9.145,-2.3201258318020523e-06,-4.426815230208313e-05,,
-9.14,1.0568148276749939e-05,0.00011868395137163406,,
-9.135000000000002,9.691245085939178e-05,0.00010935666371860472,,
-9.13,3.541145818310257e-06,-5.856318024245233e-05,,
-9.125,1.583584277273108e-06,-0.00014163367639951556,,
-9.12,-1.7818798773903623e-07,-1.9688414510682365e-05,,
-9.115,1.896719725866846e-06,0.00013072993441443147,,
-9.11,2.0635722100104327e-06,9.227157152993491e-05,,
-9.105,-2.2522395790639822e-06,-7.937465596501232e-05,,
-9.1,-4.916560022723293e-06,-0.00013655748032667076,,
-9.095,1.5314628893819958e-07,2.9997502198791795e-06,,
-9.090000000000002,9.132970198292952e-06,0.00013823957966804806,,
-9.084999999999999,1.2665896659570085e-05,7.46915573487972e-05,,
-9.08,6.752288867112785e-06,-9.61612970366845e-05,,
-9.075,6.294542582018085e-07,-0.00012899570992711394,,
-9.07,1.6409306084287663e-07,2.3139864384716967e-05,,
-9.065,2.693707499827689e-06,0.0001421258752320298,,
-9.06,1.465926771080566e-06,5.769978792284433e-05,,
-9.055,-3.2267253440458384e-06,-0.00010922828996936679,,
