,pfa_glrt,pd_glrt,pfa_ed,pd_ed
0,0.9995,1.0,0.9995,0.9995
1,0.9105,0.9105,0.9995,0.9995
2,0.8735,0.8735,0.9995,0.9995
3,0.842,0.8425,0.9995,0.9995
4,0.8145,0.8145,0.9995,0.9995
5,0.793,0.793,0.9995,0.9995
6,0.782,0.782,0.9995,0.9995
7,0.7685,0.7685,0.9995,0.9995
8,0.752,0.752,0.9995,0.9995
9,0.7375,0.7375,0.9995,0.9995
10,0.721,0.721,0.9995,0.9995
11,0.7095,0.7095,0.9995,0.9995
12,0.6955,0.6955,0.9995,0.9995
13,0.6845,0.6845,0.9995,0.9995
14,0.6745,0.6745,0.9995,0.9995
15,0.6615,0.6615,0.9995,0.9995
16,0.6465,0.6465,0.9995,0.9995
17,0.6375,0.6375,0.9995,0.9995
18,0.628,0.628,0.9995,0.9995
19,0.62,0.62,0.9995,0.9995
20,0.6105,0.6105,0.9995,0.9995
21,0.603,0.603,0.9995,0.9995
22,0.5935,0.5935,0.9995,0.9995
23,0.585,0.585,0.9995,0.9995
24,0.5805,0.5805,0.999,0.999
25,0.574,0.574,0.999,0.999
26,0.567,0.567,0.999,0.999
27,0.557,0.557,0.999,0.999
28,0.5465,0.5465,0.999,0.999
29,0.5395,0.5395,0.999,0.999
30,0.5365,0.5365,0.999,0.999
31,0.5285,0.5285,0.999,0.999
32,0.523,0.523,0.999,0.999
33,0.516,0.516,0.999,0.999
34,0.51,0.51,0.999,0.999
35,0.5035,0.5035,0.999,0.999
36,0.496,0.496,0.999,0.999
37,0.49,0.49,0.999,0.999
38,0.4845,0.4845,0.999,0.999
39,0.4775,0.4775,0.999,0.999
40,0.4735,0.473,0.999,0.999
41,0.4675,0.4675,0.999,0.999
42,0.4585,0.4585,0.999,0.999
43,0.4525,0.4525,0.999,0.999
44,0.4485,0.4485,0.999,0.999
45,0.4405,0.441,0.999,0.999
46,0.436,0.4365,0.999,0.999
47,0.428,0.428,0.999,0.999
48,0.421,0.421,0.999,0.999
49,0.4145,0.4145,0.999,0.999
50,0.4105,0.4105,0.999,0.999
51,0.405,0.405,0.999,0.999
52,0.401,0.401,0.999,0.999
53,0.3965,0.3965,0.999,0.999
54,0.3905,0.3905,0.999,0.999
55,0.388,0.388,0.999,0.999
56,0.3835,0.3835,0.999,0.999
57,0.3795,0.3795,0.999,0.999
58,0.376,0.376,0.999,0.999
59,0.372,0.372,0.999,0.999
60,0.3665,0.3665,0.999,0.999
61,0.363,0.363,0.999,0.999
62,0.3585,0.3585,0.999,0.999
63,0.353,0.353,0.999,0.999
64,0.35,0.35,0.999,0.999
65,0.3475,0.3475,0.999,0.999
66,0.344,0.344,0.999,0.999
67,0.338,0.338,0.999,0.999
68,0.333,0.333,0.999,0.999
69,0.3275,0.3275,0.999,0.999
70,0.323,0.323,0.999,0.999
71,0.3195,0.3195,0.999,0.999
72,0.315,0.315,0.999,0.999
73,0.3105,0.3105,0.999,0.999
74,0.3105,0.3105,0.999,0.999
75,0.3075,0.3075,0.999,0.999
76,0.306,0.306,0.999,0.999
77,0.3025,0.3025,0.999,0.999
78,0.2995,0.2995,0.999,0.999
79,0.2975,0.2975,0.999,0.999
80,0.295,0.295,0.999,0.999
81,0.291,0.291,0.999,0.999
82,0.289,0.289,0.999,0.999
83,0.2865,0.2865,0.999,0.999
84,0.2825,0.2825,0.999,0.999
85,0.2805,0.2805,0.999,0.999
86,0.278,0.278,0.999,0.999
87,0.277,0.2775,0.999,0.999
88,0.275,0.275,0.999,0.999
89,0.272,0.272,0.999,0.999
90,0.2685,0.2685,0.999,0.999
91,0.2645,0.2645,0.999,0.999
92,0.261,0.261,0.999,0.999
93,0.259,0.259,0.999,0.999
94,0.255,0.255,0.999,0.999
95,0.252,0.252,0.999,0.999
96,0.251,0.251,0.999,0.999
97,0.2495,0.2495,0.9985,0.9985
98,0.246,0.246,0.9985,0.9985
99,0.2445,0.2445,0.9985,0.9985
100,0.2435,0.2435,0.9985,0.9985
101,0.24,0.24,0.9985,0.9985
102,0.237,0.237,0.9985,0.9985
103,0.2365,0.2365,0.9985,0.9985
104,0.2335,0.2335,0.9985,0.9985
105,0.229,0.229,0.9985,0.9985
106,0.226,0.226,0.9985,0.9985
107,0.2245,0.2245,0.9985,0.9985
108,0.224,0.224,0.998,0.998
109,0.2215,0.2215,0.998,0.998
110,0.2195,0.219,0.998,0.998
111,0.217,0.217,0.998,0.998
112,0.2135,0.2135,0.998,0.998
113,0.2115,0.2115,0.998,0.998
114,0.2085,0.2085,0.998,0.998
115,0.206,0.206,0.998,0.998
116,0.2035,0.2035,0.998,0.998
117,0.201,0.201,0.998,0.998
118,0.2,0.2,0.998,0.998
119,0.1975,0.1975,0.998,0.998
120,0.197,0.197,0.9975,0.9975
121,0.195,0.195,0.9975,0.9975
122,0.1945,0.1945,0.997,0.997
123,0.194,0.194,0.997,0.997
124,0.1925,0.1925,0.997,0.997
125,0.1915,0.1915,0.997,0.997
126,0.1885,0.189,0.997,0.997
127,0.1875,0.1875,0.997,0.997
128,0.1855,0.1855,0.997,0.997
129,0.184,0.184,0.997,0.997
130,0.184,0.184,0.997,0.997
131,0.1815,0.1815,0.9965,0.9965
132,0.18,0.18,0.9965,0.9965
133,0.178,0.178,0.9965,0.9965
134,0.1765,0.1765,0.9965,0.9965
135,0.174,0.174,0.9965,0.9965
136,0.1715,0.1715,0.9965,0.9965
137,0.1705,0.1705,0.9965,0.9965
138,0.1685,0.1685,0.9965,0.9965
139,0.1685,0.1685,0.9965,0.9965
140,0.167,0.1675,0.996,0.996
141,0.165,0.165,0.996,0.996
142,0.1625,0.1625,0.996,0.996
143,0.1615,0.1615,0.996,0.996
144,0.1605,0.1605,0.996,0.996
145,0.16,0.16,0.996,0.996
146,0.1585,0.1585,0.996,0.996
147,0.158,0.158,0.996,0.996
148,0.157,0.157,0.996,0.996
149,0.154,0.154,0.996,0.996
150,0.1525,0.1525,0.996,0.996
151,0.151,0.151,0.996,0.996
152,0.1505,0.1505,0.996,0.996
153,0.149,0.149,0.996,0.996
154,0.1485,0.1485,0.996,0.996
155,0.1485,0.1485,0.9955,0.996
156,0.1465,0.1465,0.9955,0.9955
157,0.146,0.146,0.995,0.995
158,0.145,0.145,0.995,0.995
159,0.143,0.143,0.995,0.995
160,0.1425,0.1425,0.995,0.995
161,0.1415,0.1415,0.995,0.995
162,0.1405,0.1405,0.995,0.995
163,0.1385,0.1385,0.995,0.995
164,0.137,0.137,0.995,0.995
165,0.135,0.135,0.995,0.995
166,0.1335,0.1335,0.995,0.995
167,0.131,0.131,0.9945,0.995
168,0.131,0.131,0.994,0.994
169,0.13,0.13,0.994,0.994
170,0.1275,0.1275,0.994,0.994
171,0.126,0.126,0.994,0.994
172,0.125,0.125,0.994,0.994
173,0.125,0.125,0.994,0.994
174,0.123,0.123,0.994,0.994
175,0.121,0.121,0.994,0.994
176,0.119,0.119,0.994,0.994
177,0.118,0.118,0.994,0.994
178,0.118,0.118,0.994,0.994
179,0.1165,0.1165,0.9935,0.9935
180,0.115,0.115,0.9935,0.9935
181,0.1135,0.1135,0.9935,0.9935
182,0.112,0.112,0.9935,0.9935
183,0.11,0.11,0.9935,0.9935
184,0.1075,0.1075,0.9935,0.9935
185,0.1065,0.1065,0.9935,0.9935
186,0.106,0.106,0.9935,0.9935
187,0.105,0.105,0.993,0.993
188,0.105,0.105,0.993,0.993
189,0.1045,0.1045,0.9925,0.9925
190,0.1025,0.1025,0.9925,0.9925
191,0.1,0.1,0.9925,0.9925
192,0.1,0.1,0.9925,0.9925
193,0.099,0.099,0.9925,0.9925
194,0.0975,0.0975,0.9925,0.9925
195,0.096,0.096,0.9925,0.9925
196,0.095,0.095,0.9925,0.9925
197,0.095,0.095,0.992,0.992
198,0.094,0.094,0.992,0.992
199,0.093,0.093,0.992,0.992
200,0.091,0.091,0.9915,0.9915
201,0.091,0.091,0.9915,0.9915
202,0.09,0.09,0.9915,0.9915
203,0.09,0.09,0.9915,0.9915
204,0.089,0.089,0.991,0.991
205,0.088,0.088,0.991,0.991
206,0.0875,0.0875,0.9905,0.9905
207,0.0865,0.0865,0.99,0.99
208,0.0855,0.0855,0.99,0.99
209,0.0845,0.0845,0.99,0.99
210,0.0835,0.0835,0.99,0.99
211,0.0825,0.0825,0.99,0.99
212,0.082,0.082,0.99,0.99
213,0.0815,0.0815,0.989,0.989
214,0.081,0.081,0.989,0.989
215,0.079,0.079,0.989,0.989
216,0.0785,0.0785,0.9885,0.9885
217,0.078,0.078,0.9885,0.9885
218,0.078,0.078,0.988,0.988
219,0.078,0.078,0.988,0.988
220,0.077,0.077,0.988,0.988
221,0.0765,0.0765,0.9875,0.9875
222,0.0765,0.0765,0.9875,0.9875
223,0.0765,0.0765,0.9865,0.9865
224,0.076,0.076,0.9855,0.986
225,0.075,0.075,0.9855,0.9855
226,0.075,0.075,0.9855,0.9855
227,0.0735,0.0735,0.985,0.985
228,0.073,0.073,0.985,0.9845
229,0.073,0.073,0.9845,0.9845
230,0.0715,0.0715,0.9845,0.9845
231,0.0715,0.0715,0.9845,0.9845
232,0.0705,0.0705,0.984,0.984
233,0.0705,0.0705,0.984,0.984
234,0.07,0.07,0.983,0.983
235,0.0695,0.0695,0.983,0.983
236,0.069,0.069,0.983,0.983
237,0.0685,0.0685,0.9825,0.9825
238,0.068,0.068,0.982,0.982
239,0.067,0.067,0.9815,0.9815
240,0.066,0.0665,0.981,0.981
241,0.0655,0.0655,0.981,0.9805
242,0.0655,0.0655,0.9805,0.9805
243,0.0645,0.0645,0.98,0.98
244,0.0635,0.0635,0.98,0.98
245,0.0635,0.0635,0.98,0.98
246,0.062,0.062,0.9795,0.9795
247,0.062,0.062,0.9795,0.9795
248,0.0605,0.0605,0.979,0.9795
249,0.0585,0.0585,0.9785,0.9785
250,0.058,0.058,0.9785,0.9785
251,0.0575,0.0575,0.978,0.978
252,0.0555,0.0555,0.978,0.978
253,0.0555,0.0555,0.978,0.978
254,0.0555,0.0555,0.9775,0.9775
255,0.053,0.053,0.977,0.977
256,0.0525,0.0525,0.9765,0.9765
257,0.052,0.052,0.9765,0.9765
258,0.052,0.052,0.976,0.976
259,0.0515,0.0515,0.9755,0.9755
260,0.051,0.051,0.9755,0.9755
261,0.0505,0.0505,0.9755,0.9755
262,0.0495,0.0495,0.9755,0.9755
263,0.0495,0.0495,0.975,0.975
264,0.0495,0.0495,0.975,0.975
265,0.0495,0.0495,0.974,0.974
266,0.0495,0.0495,0.9735,0.9735
267,0.049,0.049,0.972,0.972
268,0.048,0.048,0.97,0.97
269,0.0475,0.0475,0.97,0.97
270,0.047,0.047,0.969,0.969
271,0.047,0.047,0.9685,0.9685
272,0.047,0.047,0.9685,0.9685
273,0.0465,0.0465,0.9685,0.9685
274,0.045,0.045,0.9685,0.9685
275,0.0445,0.0445,0.968,0.968
276,0.044,0.044,0.968,0.968
277,0.043,0.043,0.9675,0.9675
278,0.0425,0.0425,0.9675,0.9675
279,0.0425,0.0425,0.9665,0.9665
280,0.042,0.042,0.9665,0.9665
281,0.041,0.041,0.966,0.966
282,0.041,0.041,0.966,0.966
283,0.041,0.041,0.9645,0.9645
284,0.041,0.041,0.9645,0.9645
285,0.0405,0.0405,0.9625,0.9625
286,0.0405,0.0405,0.962,0.9615
287,0.0405,0.0405,0.961,0.9615
288,0.04,0.04,0.9595,0.9595
289,0.0395,0.0395,0.9595,0.9595
290,0.0395,0.0395,0.9595,0.9595
291,0.0395,0.0395,0.9595,0.9595
292,0.039,0.039,0.959,0.959
293,0.0385,0.0385,0.9575,0.9575
294,0.0385,0.0385,0.957,0.957
295,0.0375,0.0375,0.9555,0.9555
296,0.037,0.037,0.955,0.9545
297,0.037,0.037,0.954,0.954
298,0.0365,0.0365,0.954,0.954
299,0.0365,0.0365,0.954,0.954
300,0.0365,0.0365,0.9525,0.9525
301,0.036,0.036,0.951,0.951
302,0.036,0.036,0.95,0.95
303,0.036,0.036,0.9495,0.9495
304,0.036,0.036,0.949,0.949
305,0.036,0.036,0.948,0.948
306,0.0355,0.0355,0.948,0.948
307,0.0355,0.0355,0.947,0.9475
