ibo,rmse
15.0,1000.0
13.571428571428571,1000.0
12.142857142857142,1000.0
10.714285714285715,1000.0
9.285714285714285,1000.0
7.857142857142857,1000.0
6.428571428571429,1000.0
5.0,1000.0
3.571428571428571,1000.0
2.1428571428571423,1000.0
0.7142857142857135,1000.0
-0.7142857142857153,1000.0
-2.1428571428571423,1000.0
-3.571428571428573,1000.0
-5.0,1000.0
