freq,psd_raw,psd_proj
2150.0,1.8390882047791233e-19,7.19306095549483e-19
2160.0,1.9039752929483595e-19,7.437808998125359e-19
2170.0,1.7706405788041205e-19,7.041250576873589e-19
2180.0,1.7872925820711726e-19,6.92562374699421e-19
2190.0,1.8743564337714986e-19,7.067878749758944e-19
2200.0,1.776902982542803e-19,7.108952431669666e-19
2210.0,1.6812698931171484e-19,6.70300693064409e-19
2220.0,1.7684684062667241e-19,6.918161216591655e-19
2230.0,1.7294390109437442e-19,6.717243750342847e-19
2240.0,1.6590296676675656e-19,6.79907169150043e-19
2250.0,1.6644793963886277e-19,6.566063321437471e-19
2260.0,1.5130372859110138e-19,6.373906717558232e-19
2270.0,1.5616929107835717e-19,6.33044435285484e-19
2280.0,1.5466855396090678e-19,6.285891184311433e-19
2290.0,1.520914740357588e-19,6.436962235953535e-19
2300.0,1.5285786712685138e-19,6.287662405596735e-19
2310.0,1.4151844736285912e-19,6.252638727369982e-19
2320.0,1.3562316598474106e-19,6.090381650473249e-19
2330.0,1.4441453204449855e-19,6.137784747994877e-19
2340.0,1.4215978857744713e-19,6.022942965243724e-19
2350.0,1.293715120186803e-19,5.932386846813124e-19
2360.0,1.3152942916746495e-19,5.961174407674079e-19
2370.0,1.261117949969095e-19,5.846594888188715e-19
2380.0,1.3081436610305843e-19,5.851625309065922e-19
2390.0,1.2746797014307182e-19,5.795953826180894e-19
2400.0,1.1807014248809492e-19,5.597539679368177e-19
2410.0,1.1624649575190755e-19,5.504463512333181e-19
2420.0,1.1850521442210554e-19,5.429374667992188e-19
2430.0,1.1811952285906884e-19,5.397219733501056e-19
2440.0,1.1116967897724033e-19,5.331155412923351e-19
2450.0,1.1605496144808114e-19,5.45399227466148e-19
2460.0,1.0705119467816468e-19,5.247547225219525e-19
2470.0,1.1141734379470555e-19,5.352886815740561e-19
2480.0,1.0573989227276131e-19,5.124483438756238e-19
2490.0,1.0885305555527573e-19,5.241328893095198e-19
2500.0,1.0528049761814923e-19,5.200424680661787e-19
2510.0,1.0595869546422356e-19,5.113678827945342e-19
2520.0,9.947105268086983e-20,5.079971386364807e-19
2530.0,1.0079908598622298e-19,4.933496160831095e-19
2540.0,9.8195207696786e-20,5.006664236023479e-19
2550.0,9.323392576179146e-20,4.815918157988457e-19
2560.0,9.098967617655501e-20,4.815775201773479e-19
2570.0,9.251663955245579e-20,4.861486035566937e-19
2580.0,9.439664859638006e-20,4.794807067004098e-19
2590.0,8.920340238342191e-20,4.768802783435796e-19
2600.0,8.987970916572233e-20,4.632571387217975e-19
2610.0,8.870692599955449e-20,4.59811650442736e-19
2620.0,8.84486121942278e-20,4.605895399599913e-19
2630.0,8.190142126871496e-20,4.554595396899695e-19
2640.0,8.374254646716242e-20,4.463556228154794e-19
2650.0,8.407076188513697e-20,4.522031622593093e-19
2660.0,8.118812558759292e-20,4.494222934251699e-19
2670.0,8.145477093446149e-20,4.444128573972141e-19
2680.0,8.040562646953066e-20,4.395759773687249e-19
2690.0,7.440871606818932e-20,4.2989448071631006e-19
2700.0,7.678983438419402e-20,4.2535170087547706e-19
2710.0,7.23650157333225e-20,4.2107855905813115e-19
2720.0,7.112344289820594e-20,4.1919772241327616e-19
2730.0,7.444935031570816e-20,4.2056094662939857e-19
2740.0,7.07411553844521e-20,4.1882166715865884e-19
2750.0,7.207099955230166e-20,4.148213196948677e-19
2760.0,6.990572844611954e-20,4.128898979837709e-19
2770.0,6.731238021554268e-20,4.080534743699115e-19
2780.0,6.795625576812459e-20,3.9846323486145673e-19
2790.0,6.421224385869084e-20,3.9499732239745445e-19
2800.0,6.680361451166659e-20,3.952437596916273e-19
2810.0,6.362551737624666e-20,3.953666233758944e-19
2820.0,6.137293859626989e-20,3.869132751956278e-19
2830.0,6.275990860360913e-20,3.824301767912896e-19
2840.0,6.077139257413324e-20,3.784402877056197e-19
2850.0,6.063843967501911e-20,3.837321084019313e-19
2860.0,5.89355585804778e-20,3.726740553353955e-19
2870.0,5.896756481829084e-20,3.704899469541767e-19
2880.0,5.928077922717871e-20,3.739726498932168e-19
2890.0,5.749804706625622e-20,3.720607239040446e-19
2900.0,5.771155076926063e-20,3.671513861195883e-19
2910.0,5.515377573395855e-20,3.6576611780421654e-19
2920.0,5.497028939717558e-20,3.635444952428199e-19
2930.0,5.318453611349801e-20,3.536302556495516e-19
2940.0,5.409540664434417e-20,3.5780697896105933e-19
2950.0,5.1067989094872325e-20,3.497059912667453e-19
2960.0,5.2931198514214114e-20,3.507233198780597e-19
2970.0,5.1868119426761825e-20,3.497807472649216e-19
2980.0,5.0851787305688657e-20,3.423221735140564e-19
2990.0,5.0551662756577285e-20,3.4432103349321117e-19
3000.0,4.772884155026557e-20,3.3954171626915914e-19
3010.0,4.781826760757253e-20,3.39307546782657e-19
3020.0,4.8514812893270646e-20,3.366561763648729e-19
3030.0,4.6112406434856365e-20,3.2912053941168434e-19
3040.0,4.5824546151768495e-20,3.267013804699587e-19
3050.0,4.485916178528455e-20,3.2454167688277727e-19
3060.0,4.49149040738248e-20,3.2767727323445095e-19
3070.0,4.3332946465825666e-20,3.2267286799080723e-19
3080.0,4.473212347370322e-20,3.216382831467612e-19
3090.0,4.3702486366552857e-20,3.1679025233680256e-19
3100.0,4.1932163172199884e-20,3.135096492981852e-19
3110.0,4.2930208113466595e-20,3.1494551126067173e-19
3120.0,4.17010777211877e-20,3.0974693003309303e-19
3130.0,4.177474948944045e-20,3.103265112284083e-19
3140.0,3.980454859274289e-20,3.089288000927242e-19
3150.0,3.8969134584111045e-20,3.0556167115721375e-19
3160.0,3.9756586285036243e-20,3.020503324510509e-19
3170.0,3.7887545748348094e-20,3.0023797562749174e-19
3180.0,3.7683952251615444e-20,3.0045534796001964e-19
3190.0,3.8389135717041294e-20,2.9924681178236146e-19
3200.0,3.675929426397232e-20,2.9319336753123984e-19
3210.0,3.696406724167888e-20,2.956438513108487e-19
3220.0,3.69042278201488e-20,2.9327992156401905e-19
3230.0,3.520673190790886e-20,2.8774588010709996e-19
3240.0,3.606790198380502e-20,2.8859327224767497e-19
3250.0,3.553127933891435e-20,2.8733706973567413e-19
3260.0,3.443858486860072e-20,2.821117739548447e-19
3270.0,3.4507020220815343e-20,2.814736492969465e-19
3280.0,3.390493050649193e-20,2.823302957217526e-19
3290.0,3.3765404118570794e-20,2.7973706318516985e-19
3300.0,3.252930423971703e-20,2.7841582677848694e-19
3310.0,3.228736585522325e-20,2.768731183109819e-19
3320.0,3.23004511910643e-20,2.750780328187522e-19
3330.0,3.085528251542414e-20,2.7134514683617433e-19
3340.0,3.065058622307606e-20,2.68314224226862e-19
3350.0,3.023506092520783e-20,2.6895834822244088e-19
3360.0,2.9707426637735304e-20,2.6602042730565395e-19
3370.0,3.024659915609917e-20,2.666448995874542e-19
3380.0,3.010743265225989e-20,2.6401611798713327e-19
3390.0,2.969110715015761e-20,2.617017181599616e-19
3400.0,2.8891292160327597e-20,2.58721200695005e-19
3410.0,2.792420227210492e-20,2.582488400959698e-19
3420.0,2.861901852813319e-20,2.578361246462796e-19
3430.0,2.813317971235317e-20,2.548632520756328e-19
3440.0,2.748387374247612e-20,2.525965281285585e-19
3450.0,2.6683784275599653e-20,2.5292837855247026e-19
3460.0,2.7166372650947e-20,2.521038623956273e-19
3470.0,2.5968193538766457e-20,2.494741986669127e-19
3480.0,2.589843111209494e-20,2.490508482228433e-19
3490.0,2.5687786997250837e-20,2.4778838035715276e-19
3500.0,2.5792983592444694e-20,2.4451424363794523e-19
3510.0,2.4754207925123742e-20,2.43816056286221e-19
3520.0,2.507535079647116e-20,2.413863479984223e-19
3530.0,2.494126808078485e-20,2.4069703647582375e-19
3540.0,2.418591497994954e-20,2.406674560893921e-19
3550.0,2.4262821839205346e-20,2.393191338726549e-19
3560.0,2.3679885098524704e-20,2.380004779568845e-19
3570.0,2.3383791840186293e-20,2.3662549870593563e-19
3580.0,2.3043621681856028e-20,2.351919275886812e-19
3590.0,2.2500870005928187e-20,2.319719389886945e-19
3600.0,2.2307095527681184e-20,2.3043071243244944e-19
3610.0,2.1953890969038676e-20,2.295760417232531e-19
3620.0,2.2132685575827313e-20,2.3009775040924352e-19
3630.0,2.1974808505283628e-20,2.2879150642930526e-19
3640.0,2.188535846659731e-20,2.2657868609676086e-19
3650.0,2.1138191475263897e-20,2.240421344833086e-19
3660.0,2.080545796972196e-20,2.244736270855349e-19
3670.0,2.057633019911277e-20,2.2169456248717282e-19
3680.0,2.0852735877542914e-20,2.214029960826372e-19
3690.0,2.054369764064832e-20,2.2123881744997073e-19
3700.0,2.003480867380121e-20,2.200652261625698e-19
3710.0,1.9975555234967134e-20,2.1896582607828016e-19
3720.0,1.9617180976572326e-20,2.1580376522851487e-19
3730.0,1.9659784603686644e-20,2.1546092125034703e-19
3740.0,1.8935374484187956e-20,2.1365727047818684e-19
3750.0,1.8697293649549966e-20,2.1356846704859665e-19
3760.0,1.8771330751940172e-20,2.1134949767324055e-19
3770.0,1.8659372632679803e-20,2.1203648778416644e-19
3780.0,1.8298651741536e-20,2.0910239960908091e-19
3790.0,1.8047218894518263e-20,2.097294328738042e-19
3800.0,1.7795261419713476e-20,2.0854222952265952e-19
3810.0,1.7430037475566616e-20,2.0642395458552736e-19
3820.0,1.76762488248386e-20,2.0528004646707356e-19
3830.0,1.7220514327337866e-20,2.0376589481194473e-19
3840.0,1.6951512591309166e-20,2.0410866908553583e-19
3850.0,1.6778944600296364e-20,2.0312171125640254e-19
3860.0,1.669740446153166e-20,2.0071106170120593e-19
3870.0,1.6703919380700098e-20,2.0013221889852773e-19
3880.0,1.6215578085452556e-20,2.0001880942562886e-19
3890.0,1.6394497772090967e-20,1.985986981225007e-19
3900.0,1.579339322245424e-20,1.9693661273771261e-19
3910.0,1.572742547369014e-20,1.9575622931112227e-19
3920.0,1.5692072157244795e-20,1.9633994697743498e-19
3930.0,1.5679525422516055e-20,1.948532683545894e-19
3940.0,1.5227808370777965e-20,1.9288836101332698e-19
3950.0,1.5195686677143564e-20,1.920904402952987e-19
3960.0,1.4757285170137537e-20,1.9143602273383776e-19
3970.0,1.4953265235059688e-20,1.9141786023407927e-19
3980.0,1.4828636153484014e-20,1.9024199285416846e-19
3990.0,1.4666917092572387e-20,1.8930592547800983e-19
4000.0,1.446615771370697e-20,1.8864766349977897e-19
4010.0,1.4115593571868888e-20,1.864831835714907e-19
4020.0,1.4021086621843012e-20,1.8694342019044416e-19
4030.0,1.3974089688679242e-20,1.850128669624855e-19
4040.0,1.3803467929932817e-20,1.8407081702576044e-19
4050.0,1.3616057944507303e-20,1.8429649264706754e-19
4060.0,1.3465334380280717e-20,1.8342494113535857e-19
4070.0,1.3308339222316618e-20,1.8136340018734272e-19
4080.0,1.3039184821699086e-20,1.815030365661143e-19
4090.0,1.2821779154048207e-20,1.8015251269712184e-19
4100.0,1.300000517527953e-20,1.793219124556866e-19
4110.0,1.2631315549496786e-20,1.7899472313391946e-19
4120.0,1.2733149609693493e-20,1.7781238111712266e-19
4130.0,1.2438993964176474e-20,1.7749629434499026e-19
4140.0,1.2225801382071992e-20,1.7556656544689856e-19
4150.0,1.2300991091749226e-20,1.751041130440195e-19
4160.0,1.193012571597006e-20,1.7408236322267436e-19
4170.0,1.2059482113705611e-20,1.7408637720527232e-19
4180.0,1.1937634996568978e-20,1.7324672629102977e-19
4190.0,1.1603651046741403e-20,1.7164729928992504e-19
4200.0,1.1429037592452527e-20,1.7103298520051547e-19
4210.0,1.1294963333549769e-20,1.7059593176947038e-19
4220.0,1.1218986657091473e-20,1.7016710295433807e-19
4230.0,1.1141066858682581e-20,1.6861817373768363e-19
4240.0,1.1094517660592131e-20,1.6890048324189583e-19
4250.0,1.0856780824395683e-20,1.678348704623127e-19
4260.0,1.0966420147109606e-20,1.6684648575676904e-19
4270.0,1.080130598904152e-20,1.6584290246577676e-19
4280.0,1.059366469825932e-20,1.649746452622365e-19
4290.0,1.054414661409891e-20,1.6523422581054724e-19
4300.0,1.0338579128391723e-20,1.6358652626314864e-19
4310.0,1.02501230008557e-20,1.628662401361763e-19
4320.0,1.0101903618982713e-20,1.622581215338066e-19
4330.0,1.000424281566181e-20,1.6215975205091153e-19
4340.0,1.0089211456176032e-20,1.6153275499626938e-19
4350.0,9.795237947473153e-21,1.6074959879263476e-19
4360.0,9.675942634215467e-21,1.5989921091920506e-19
4370.0,9.751203335383787e-21,1.5895273886249272e-19
4380.0,9.68681422197236e-21,1.5876525016131145e-19
4390.0,9.567966795117365e-21,1.582301920578722e-19
4400.0,9.401778811040067e-21,1.5764790934626232e-19
4410.0,9.309937125042229e-21,1.5699199823005564e-19
4420.0,9.099856897256755e-21,1.5582201977954042e-19
4430.0,9.029418914423189e-21,1.5495922032067066e-19
4440.0,8.956241958997765e-21,1.5489769199999075e-19
4450.0,9.021080683250563e-21,1.5405934292130614e-19
4460.0,8.926550163188624e-21,1.535867049022473e-19
4470.0,8.788479661200815e-21,1.5314279197542397e-19
4480.0,8.566628928958192e-21,1.520281029272365e-19
4490.0,8.581271376341727e-21,1.5190628350801564e-19
4500.0,8.568100505198494e-21,1.5115378569736541e-19
4510.0,8.451934174519131e-21,1.506624124295703e-19
4520.0,8.358658912587799e-21,1.4943305101377316e-19
4530.0,8.25679201965234e-21,1.4948141616165029e-19
4540.0,8.238167767164882e-21,1.4863003846409694e-19
4550.0,8.111293053272023e-21,1.476663450780858e-19
4560.0,8.07341345548977e-21,1.4750145138892206e-19
4570.0,7.832398623844116e-21,1.4671658392457304e-19
4580.0,7.789315124558002e-21,1.4642978102673346e-19
4590.0,7.82282129728415e-21,1.458845379586619e-19
4600.0,7.753153405927282e-21,1.4500631844475917e-19
4610.0,7.59396258065747e-21,1.4416794722622444e-19
4620.0,7.456957497451455e-21,1.4380579573006201e-19
4630.0,7.44487274569782e-21,1.4306335019674939e-19
4640.0,7.332084117533247e-21,1.4301082382767157e-19
4650.0,7.257815150609242e-21,1.4203236721011872e-19
4660.0,7.191751327151078e-21,1.419299004164972e-19
4670.0,7.10346859668188e-21,1.4125290275200056e-19
4680.0,7.164715821690151e-21,1.4085442125851598e-19
4690.0,6.989041601563123e-21,1.4034556454462504e-19
4700.0,6.894739261538674e-21,1.3954728007498447e-19
4710.0,6.828046028264247e-21,1.3903001277766761e-19
4720.0,6.854635368019653e-21,1.3834450728930422e-19
4730.0,6.698886956578729e-21,1.3793306678799115e-19
4740.0,6.753830138695031e-21,1.3773713311418242e-19
4750.0,6.6168808152456646e-21,1.3675999608192009e-19
4760.0,6.526181159808195e-21,1.3670746568238435e-19
4770.0,6.564983560071192e-21,1.361474185343226e-19
4780.0,6.395345939368586e-21,1.353238199541768e-19
4790.0,6.4395692060720944e-21,1.3512311146647033e-19
4800.0,6.2597315442892725e-21,1.3449156976268475e-19
4810.0,6.240319066418408e-21,1.3430562484998482e-19
4820.0,6.238679988111893e-21,1.3381389633917882e-19
4830.0,6.188803936744256e-21,1.330387943197511e-19
4840.0,6.065195676137334e-21,1.3286283825454246e-19
4850.0,6.049811496767229e-21,1.319687567645772e-19
4860.0,5.940619243655643e-21,1.3144109333620836e-19
4870.0,5.893122467892812e-21,1.309696504540431e-19
4880.0,5.8029005537482554e-21,1.3061563561138842e-19
4890.0,5.7528712118655266e-21,1.3038881746174285e-19
4900.0,5.746390522572332e-21,1.2960699629242045e-19
4910.0,5.643224521798722e-21,1.2922008931654041e-19
4920.0,5.5832011241827094e-21,1.2891355822801678e-19
4930.0,5.627671841996323e-21,1.285896154072125e-19
4940.0,5.563289218381644e-21,1.282308039444085e-19
4950.0,5.430049224002986e-21,1.2747065959844842e-19
4960.0,5.383254074488875e-21,1.2724204005747673e-19
4970.0,5.3729356962924916e-21,1.2650217579275648e-19
4980.0,5.304189382907061e-21,1.260693140305242e-19
4990.0,5.25310796563564e-21,1.26041966092591e-19
5000.0,5.182065415455872e-21,1.252947608611179e-19
5010.0,5.213918710018242e-21,1.2513557054626605e-19
5020.0,5.161893844823909e-21,1.245123206361979e-19
