t,phy,det,v,stat
-0.00439,-8.284142728380861e-05,-3.0106834467376854e-06,,
-0.004385,4.423504553840149e-06,2.1104992824880935e-06,,
-0.00438,-2.3350290216576853e-06,1.0779933360356073e-05,,
-0.004375,-2.554824977815666e-06,3.23604593444738e-06,,
-0.004370000000000001,-9.786024713672817e-07,-8.152236815037584e-06,,
-0.004365,5.353221646667633e-07,2.6311113646241397e-05,,
-0.00436,7.324278625736205e-07,1.5150730105870796e-06,,
-0.004355,-1.0353543290179504e-06,2.4536907754075135e-06,,
-0.004350000000000001,-4.840771619149721e-06,-2.580840757731886e-05,,
-0.004345,-1.0906325146110208e-05,-4.61622668572268e-06,,
-0.00434,-2.8173482727047774e-05,6.075274482028296e-06,,
-0.004335,9.97928466277137e-06,-1.2618208889608686e-05,,
-0.0043300000000000005,-1.8626779224062109e-06,9.519964002741244e-07,,
-0.004325,-2.5249455002504105e-06,-5.296809796067062e-06,,
-0.00432,-1.0072941716122176e-06,3.300711153182564e-05,,
-0.004315,5.987165727458001e-07,4.653973527692884e-06,,
-0.0043100000000000005,1.0112771439737768e-06,-2.770931647290805e-06,,
-0.004305,-4.3210676496054556e-07,-4.488162028079755e-06,,
-0.0043,-3.781081163690904e-06,-3.6062878261019203e-06,,
-0.004295,-8.895996311689319e-06,6.0071532222629815e-06,,
-0.00429,-1.8459588636771407e-05,-3.111839361013796e-05,,
-0.004285000000000001,3.649214135735097e-05,-3.2305797521191583e-06,,
-0.00428,-4.7502597805442156e-07,-4.0532427913483054e-07,,
-0.004275,-2.280376124911488e-06,2.0028182511634836e-05,,
-0.00427,-1.022196982025696e-06,5.630110742591865e-06,,
-0.0042650000000000006,6.638817259853113e-07,-4.9969492998570616e-06,,
-0.00426,1.3864829081646442e-06,2.1654168474829315e-05,,
-0.004255,3.790752099183638e-07,7.007148006011387e-07,,
-0.00425,-2.5066454292493117e-06,2.5580221391226206e-06,,
-0.0042450000000000005,-7.0600993504439655e-06,-3.037085570969806e-05,,
-0.00424,-1.418731583520281e-05,-6.451718149824924e-06,,
-0.004235,-9.19133040959256e-05,3.092135058988087e-06,,
-0.00423,2.780161542962148e-06,-7.790073223835051e-06,,
-0.0042250000000000005,-1.6295752793289578e-06,2.2956788733221358e-06,,
-0.00422,-9.752107347221237e-07,-3.390781013597699e-06,,
-0.004215,6.990928312335559e-07,3.390252298079594e-05,,
-0.00421,1.7889448622723887e-06,5.877493453104863e-06,,
-0.004205,1.352558772045525e-06,-1.129895359356681e-06,,
-0.004200000000000001,-9.510288888374848e-07,-6.909376392511349e-06,,
-0.004195,-5.006075852659432e-06,-5.070239829627083e-06,,
-0.00419,-1.1085089428426352e-05,3.0968567000306994e-06,,
-0.004185,-2.986323938392008e-05,-3.091558899295675e-05,,
-0.0041800000000000006,1.0632961841867066e-05,-4.073571350168098e-06,,
-0.004175,-2.8196252128340357e-07,-3.005028911550074e-07,,
-0.00417,-7.939451192345445e-07,1.9486240281929566e-05,,
-0.004165,6.560295616677795e-07,7.078155071936346e-06,,
-0.0041600000000000005,2.093326254232951e-06,-2.135277608847951e-06,,
-0.004155,2.3552345035614823e-06,2.3015651602673324e-05,,
-0.00415,8.417824866674953e-07,1.4480948199859943e-06,,
-0.004145,-2.543517153135223e-06,9.446692560904147e-07,,
-0.0041400000000000005,-7.880010608044956e-06,-2.8111807917326165e-05,,
-0.004135,-1.892294317841408e-05,-8.019112573795664e-06,,
-0.00413,3.881664454815896e-05,1.009956848368056e-06,,
-0.004125,2.1551952683273074e-06,-1.2383215768117579e-05,,
-0.00412,-3.881984157024434e-07,1.499367995151223e-06,,
-0.004115000000000001,4.789541560070693e-07,-8.389938383777506e-07,,
-0.00411,2.1138737372663975e-06,3.2159633425992595e-05,,
-0.004105,3.12748135706235e-06,7.846760612073036e-06,,
-0.0041,2.6386564757887067e-06,-1.1858797262479268e-07,,
-0.0040950000000000005,2.5685545477887434e-07,1.1404549633570927e-06,,
-0.00409,-4.1485478566184706e-06,-4.308144199911879e-06,,
-0.004085,-1.2103573392982076e-05,2.014090824812871e-07,,
-0.00408,-0.00013706298325705672,-3.197293380131875e-05,,
-0.0040750000000000005,6.179076166136997e-06,-6.714204831974573e-06,,
-0.00407,3.184449091123932e-07,-3.123709215164966e-07,,
-0.004065,1.314574320370074e-07,9.054018786373805e-06,,
-0.00406,1.644323618479444e-06,6.638811544235942e-06,,
-0.0040550000000000004,3.29419454566751e-06,6.852329192374719e-07,,
-0.00405,3.972153788771166e-06,2.8497585075828214e-05,,
-0.004045,2.969807314116783e-06,4.891264820525874e-06,,
-0.00404,-5.605854102963391e-08,2.2337458402208932e-07,,
-0.004035,-5.785409548109788e-06,-1.716961976873916e-05,,
-0.004030000000000001,-2.6023660605960205e-05,-8.303635505155766e-06,,
-0.004025,1.2600862149104881e-05,-1.5621820465293578e-06,,
-0.00402,1.3132499205536074e-06,-2.2918368130354637e-05,,
-0.004015,-3.5608159704063124e-07,-2.6833734541426235e-06,,
-0.0040100000000000005,5.696341557956783e-07,3.223436113377152e-07,,
-0.004005,2.485839176239068e-06,2.2781591182393798e-05,,
-0.004,4.2148886354576354e-06,9.256361188968993e-06,,
-0.003995,4.807465431482359e-06,2.2443134865085042e-06,,
-0.0039900000000000005,3.635336834910495e-06,1.6379034379622054e-05,,
-0.003985,2.2494226717557285e-07,3.7004953286570023e-07,,
-0.00398,-8.262001445255235e-06,-1.1950303479124104e-06,,
-0.003975,2.5473196895315283e-05,-2.5939599598673463e-05,,
-0.0039700000000000004,2.361201579964055e-06,-9.558404758062152e-06,,
-0.003965,-8.344389230281552e-07,-2.6341748865035084e-06,,
-0.00396,-9.52853686275969e-07,-9.813235831637017e-06,,
-0.003955,6.061882405981117e-07,1.830943012190479e-06,,
-0.00395,2.8688539590164686e-06,2.2480659942791666e-06,,
-0.003945000000000001,4.853768434567789e-06,2.6997681617069698e-05,,
-0.00394,5.712086560585091e-06,9.337309893288594e-06,,
-0.003935,4.858720293172983e-06,2.7120509360440183e-06,,
-0.00393,1.6056049970609783e-06,3.8765892262384355e-06,,
-0.0039250000000000005,-5.6982626104965e-05,-3.776012203772705e-06,,
-0.00392,2.8178183201372883e-06,-3.3522138198199856e-06,,
-0.003915,-1.0279921484812765e-06,-2.6454771866044775e-05,,
-0.00391,-2.3362239212139296e-06,-8.748675878267109e-06,,
-0.0039050000000000005,-1.8279014345374176e-06,-2.514413648659175e-06,,
-0.0039,6.231823685007284e-08,1.0478782207364807e-06,,
-0.003895,2.6392971937324046e-06,5.391203044936827e-06,,
-0.0038900000000000002,5.063413418391824e-06,4.413287288602891e-06,,
-0.0038850000000000004,6.59266659186468e-06,2.483156684732175e-05,,
-0.0038800000000000006,6.860551426909388e-06,7.947379815222712e-06,,
-0.003875,6.995090385232527e-06,2.11039836265648e-06,,
-0.00387,1.3311055132338377e-06,-4.802142034720153e-06,,
-0.0038650000000000004,-6.440208260716271e-07,-6.658033208035762e-06,,
-0.0038600000000000006,-2.6422407786872323e-06,-5.376373654907434e-06,,
-0.003855,-3.5563534176132267e-06,-2.2590799178755673e-05,,
-0.00385,-3.0142749669452288e-06,-7.069579946295405e-06,,
-0.0038450000000000003,-1.1195720686985177e-06,-1.58210448559146e-06,,
-0.0038400000000000005,1.6348052899006362e-06,7.389624607623863e-06,,
-0.003835,4.563309503654243e-06,7.595850636227347e-06,,
-0.00383,7.148994312007494e-06,6.221274662577685e-06,,
-0.0038250000000000003,1.0527412213573103e-05,2.009627817852526e-05,,
-0.0038200000000000005,-5.9673390547761465e-06,6.224197208870111e-06,,
-0.003815,3.6747569514164244e-07,1.0110812530062045e-06,,
-0.00381,-1.130610726810728e-06,-8.913562718782952e-06,,
-0.0038050000000000002,-3.085096885683629e-06,-8.244885596905851e-06,,
-0.0038000000000000004,-4.313812627858288e-06,-6.953483412559459e-06,,
-0.0037950000000000006,-4.248539522999253e-06,-1.7600829844104966e-05,,
-0.00379,-2.776392482094243e-06,-5.491309362331801e-06,,
-0.003785,-1.8187246758977536e-07,-4.709977479656601e-07,,
-0.0037800000000000004,3.049802451482617e-06,9.527109329093036e-06,,
-0.0037750000000000006,6.949801021752189e-06,8.652253529041918e-06,,
-0.00377,0.00015350867339160792,7.593863760511316e-06,,
-0.003765,1.5155350258190601e-06,1.5252493149348993e-05,,
-0.0037600000000000003,1.7817274645764054e-06,4.924674698919469e-06,,
-0.0037550000000000005,-1.397740306387441e-09,2.5199871909251166e-08,,
-0.00375,-2.2864837725220375e-06,-9.398801444796437e-06,,
-0.003745,-4.158916417215189e-06,-8.861668609498621e-06,,
-0.0037400000000000003,-4.964135283988485e-06,-8.168889832945812e-06,,
-0.0037350000000000005,-4.385385654498666e-06,-1.3110179030076384e-05,,
-0.00373,-2.477549779020522e-06,-4.556011663807385e-06,,
-0.003725,4.890695897251335e-07,2.726029791342981e-07,,
-0.00372,6.2360365361158526e-06,8.693085646968568e-06,,
-0.0037150000000000004,1.7084365730939804e-06,8.906739277948357e-06,,
-0.0037100000000000006,3.903687154752953e-06,8.702209733054523e-06,,
-0.003705,3.6985553171493006e-06,1.1162797286911026e-05,,
-0.0037,2.10453291540018e-06,4.399290532302474e-06,,
-0.0036950000000000004,-2.640866200556717e-07,-3.7626158513400727e-07,,
-0.0036900000000000006,-2.6847052864441246e-06,-7.563578573605507e-06,,
-0.003685,-4.453139265218043e-06,-8.807299402684908e-06,,
-0.00368,-5.0569199257219685e-06,-9.207634039955756e-06,,
-0.0036750000000000003,-4.298205900892423e-06,-9.348679894527255e-06,,
-0.0036700000000000005,-2.2578176642346204e-06,-4.45394728197584e-06,,
-0.003665,-6.336391994523806e-07,2.4522275851080414e-07,,
-0.00366,2.311007538891317e-06,6.1559352453288085e-06,,
-0.0036550000000000003,4.1765869910344834e-06,8.568197570054343e-06,,
-0.0036500000000000005,4.840657498763135e-06,9.68332532911348e-06,,
-0.003645,4.173508107271583e-06,7.574517988065161e-06,,
-0.00364,2.383557102768197e-06,4.706489356895422e-06,,
-0.003635,-2.1388912131678993e-08,1.5609974014698739e-07,,
-0.0036300000000000004,-2.360950030309864e-06,-4.617012940687829e-06,,
-0.0036250000000000006,-3.9361450869723444e-06,-8.180121732443483e-06,,
-0.00362,-4.0369860790203555e-06,-1.0107006835249587e-05,,
-0.003615,-0.00013740454593825463,-5.734650445346595e-06,,
-0.0036100000000000004,-3.430788858176362e-06,-5.130418803646502e-06,,
-0.0036050000000000006,-4.846408498889235e-07,-8.566538764518086e-07,,
-0.0036,2.136809389162695e-06,3.106898593075701e-06,,
-0.003595,4.037988597227127e-06,7.622316278553996e-06,,
-0.0035900000000000003,4.808609263852827e-06,1.0432314389327457e-05,,
-0.0035850000000000005,4.304345139233681e-06,3.7325154379616037e-06,,
-0.00358,2.7185563335262438e-06,5.684798936449778e-06,,
-0.003575,5.697737366175895e-07,1.8740691128350923e-06,,
-0.0035700000000000003,-1.2666897305536435e-06,-1.8099335017989677e-06,,
-0.0035650000000000005,1.2478802356357803e-06,-6.867254920364898e-06,,
-0.00356,-8.018633125789473e-06,-1.0586867761929041e-05,,
-0.003555,-5.960261541548388e-06,-1.5060640296443123e-06,,
-0.00355,-3.968036478710049e-06,-6.312155846011837e-06,,
-0.0035450000000000004,-1.4793299031168172e-06,-3.206601230255654e-06,,
-0.0035400000000000006,1.0525527921543118e-06,9.401390851386736e-07,,
-0.003535,3.0437362128207404e-06,5.887461531684464e-06,,
-0.00353,4.010405596592509e-06,1.0473265390007353e-05,,
-0.0035250000000000004,3.702276685216322e-06,-9.42011537727754e-07,,
-0.0035200000000000006,2.136689231702754e-06,6.936807433636865e-06,,
-0.003515,-7.263765499428401e-07,4.821888077726009e-06,,
-0.00351,-3.766567218362796e-07,-7.354224001646345e-07,,
-0.0035050000000000003,-3.8102687657868215e-06,-4.66455468129766e-06,,
-0.0035000000000000005,-5.268194489685008e-06,-9.974736083002535e-06,,
-0.003495,-5.4458715331058865e-06,3.5106605820870526e-06,,
-0.00349,-4.435851151458924e-06,-7.465064594619035e-06,,
-0.0034850000000000003,-2.568353579800746e-06,-6.643589505461713e-06,,
-0.0034800000000000005,-3.95162309057507e-07,1.4343088414551199e-06,,
-0.003475,1.3976016709714967e-06,3.2002084836363054e-06,,
-0.00347,2.011694350839853e-06,8.967535794472416e-06,,
-0.003465,-2.1680487099041643e-07,-5.9686525299425615e-06,,
-0.0034600000000000004,0.00014612317155326046,7.789028492342374e-06,,
-0.0034550000000000006,6.844214299079995e-06,8.538285602064881e-06,,
-0.00345,2.1441951830702666e-06,-3.229509455891825e-06,,
-0.003445,-1.0040706669664108e-06,-1.5279790590392405e-06,,
-0.0034400000000000003,-3.181584370516674e-06,-7.34197920202584e-06,,
-0.0034350000000000006,-4.2174758849581595e-06,7.934694456471623e-06,,
-0.00343,-4.038530917752836e-06,-7.795692304340316e-06,,
-0.003425,-2.8301949336724647e-06,-1.0306654976407497e-05,,
-0.0034200000000000003,-1.0836845601487223e-06,6.1957410521085025e-06,,
-0.0034150000000000005,2.1142623373444615e-07,-2.7609546566471774e-07,,
-0.00341,-6.15021447739333e-06,5.0328904628444606e-06,,
-0.003405,1.0300724977120142e-05,-8.885183663343811e-06,,
-0.0034000000000000002,7.71987540153736e-06,7.382515861557458e-06,,
-0.0033950000000000004,5.986017455976499e-06,1.168465994095332e-05,,
-0.00339,3.796154708097047e-06,-1.0196253827600635e-05,,
-0.003385,1.3884749211884963e-06,2.0873892424045453e-06,,
-0.00338,-7.328502963499833e-07,-2.0578700528873505e-06,,
-0.0033750000000000004,-2.03382218639045e-06,8.209162765162699e-06,,
-0.0033700000000000006,-2.0434945763985834e-06,-6.479343284777033e-06,,
-0.003365,-1.9697558130698784e-07,-1.2361584490164948e-05,,
-0.00336,6.780158178252878e-06,1.4784412472005782e-05,,
-0.0033550000000000003,-1.3484825772926697e-05,-3.7352644174491825e-06,,
-0.0033500000000000005,-1.177213139107174e-06,-1.4420944536559171e-06,,
-0.003345,2.3909467226328256e-06,-5.3290628083962786e-06,,
-0.00334,4.184087723993443e-06,5.074306555547629e-06,,
-0.0033350000000000003,4.630566912576512e-06,1.2021297811094743e-05,,
-0.0033300000000000005,3.933930006074846e-06,-1.9132681710371647e-05,,
-0.003325,2.4604088758919226e-06,5.018570016378987e-06,,
-0.00332,7.945455182929817e-07,5.1701663450085985e-06,,
-0.0033150000000000002,-1.6130906639081646e-07,-1.0452975144822405e-07,,
-0.0033100000000000004,2.0230239385244635e-06,-3.238394961035911e-06,,
-0.0033049999999999998,-0.000122140776278492,-1.040979730228553e-05,,
-0.0033,-1.1852376767745147e-05,2.2037904303728917e-05,,
-0.003295,-7.297268150260122e-06,-5.7367372796690144e-06,,
-0.0032900000000000004,-4.167398536871617e-06,-8.664868555932719e-06,,
-0.0032850000000000006,-1.4242547635085819e-06,7.959925918448368e-06,,
-0.00328,7.285670299456524e-07,1.140327729315425e-06,,
-0.003275,1.937489712846792e-06,7.424852585945724e-06,,
-0.0032700000000000003,1.9180996206185363e-06,-2.2060783993738062e-05,,
-0.0032650000000000005,4.6725244701481264e-07,5.735341287344041e-06,,
-0.00326,-2.98630205381275e-06,1.1333256405790932e-05,,
-0.003255,-2.0612638551453293e-05,-1.7367834442308882e-05,,
-0.0032500000000000003,3.553833890461288e-06,9.584371244705348e-07,,
-0.0032450000000000005,-2.2284224900976186e-06,-3.212237496663692e-06,,
-0.00324,-4.298046217561094e-06,1.7846841062801264e-05,,
-0.003235,-4.8050183989607376e-06,-4.958926517523396e-06,,
-0.0032300000000000002,-4.159761919908972e-06,-1.2541590814791151e-05,,
-0.0032250000000000004,-2.752406255531568e-06,2.6563522113719344e-05,,
-0.0032200000000000006,-1.1149304683002822e-06,-2.7374496394110655e-06,,
-0.003215,3.2428709584659154e-08,-1.7605570103249204e-06,,
-0.00321,-5.616804090134293e-07,-8.632299373406957e-06,,
-0.0032050000000000004,-9.390077940646153e-06,3.496689853735013e-06,,
-0.0032000000000000006,2.746051961921949e-05,1.176735993906141e-05,,
-0.003195,1.067218130372704e-05,-3.2968426333889456e-05,,
-0.00319,6.152117333717354e-06,3.882570005273992e-06,,
-0.0031850000000000003,2.9413226251831323e-06,6.693457681989101e-06,,
-0.0031800000000000005,4.607557122985149e-07,-5.146726468675395e-06,,
-0.003175,-1.1183701563174683e-06,-1.6010371709514411e-06,,
-0.00317,-1.5547757293523812e-06,-8.794110842105198e-06,,
-0.0031650000000000003,-6.668931670386054e-07,3.365122188935808e-05,,
-0.0031600000000000005,1.7983789541453488e-06,-4.174128635527103e-06,,
-0.003155,7.570879054978777e-06,-1.054736732267711e-05,,
-0.00315,-7.432907679949207e-05,2.1339841720262487e-05,,
-0.0031450000000000002,-1.8072260972050696e-06,-3.4086305716138235e-07,,
-0.0031400000000000004,2.531865069554295e-06,3.900025472736888e-06,,
-0.0031350000000000006,4.094640954369119e-06,-2.6230932728923853e-05,,
-0.00313,4.211857567276024e-06,3.5744319811813852e-06,,
-0.003125,3.317772486208753e-06,1.226617294388853e-05,,
-0.0031200000000000004,1.8483401396572416e-06,-3.59698924931987e-05,,
-0.0031150000000000006,3.615746277185023e-07,1.8924062438207853e-06,,
-0.00311,-3.6157160711517116e-07,2.038011018922189e-06,,
-0.003105,1.4514890464492043e-06,1.0105757070759484e-05,,
-0.0031000000000000003,3.0239676014937252e-05,-2.2786791861111955e-06,,
-0.0030950000000000005,-1.7294082853849846e-05,-1.1109285358735478e-05,,
-0.00309,-9.425196342604815e-06,4.385704298985538e-05,,
-0.003085,-5.791655523725451e-06,-2.698332195684014e-06,,
-0.0030800000000000003,-2.9699323321049738e-06,-7.6141645193946035e-06,,
-0.0030750000000000005,-7.980038314378926e-07,1.2372158307025128e-05,,
-0.00307,4.82380294205661e-07,6.92176083968769e-07,,
-0.003065,5.764024583238236e-07,7.014404147840222e-06,,
-0.0030600000000000002,-8.577855543690577e-07,-4.016874046901936e-05,,
-0.0030550000000000004,-4.718752533599266e-06,2.6213790538687993e-06,,
-0.0030500000000000006,-1.8851342038803804e-05,1.1199264083504743e-05,,
-0.003045,2.3426591104957627e-05,-3.541169214338975e-05,,
-0.00304,4.056905488646545e-06,6.847285218058282e-07,,
-0.0030350000000000004,-4.872489065896301e-07,-8.47256562467669e-07,,
-0.0030300000000000006,-2.438473512255403e-06,2.2705429408417922e-05,,
-0.003025,-2.908798438733274e-06,-1.8227554590937505e-06,,
-0.00302,-2.2857250702366704e-06,-1.146565158694024e-05,,
-0.0030150000000000003,-9.307086168364391e-07,5.0696619677919205e-05,,
-0.0030100000000000005,7.009202332737703e-07,-1.4424333974319545e-06,,
-0.003005,1.9774344406933133e-06,-5.632123432053709e-06,,
-0.003,1.3327423407879878e-06,5.834184855454674e-06,,
-0.0029950000000000003,4.302661033436751e-05,7.257081785049878e-07,,
-0.0029900000000000005,9.89471214691685e-06,7.99373277903825e-06,,
-0.002985,7.481185757049328e-06,-5.008946540074385e-05,,
-0.00298,5.464554167118873e-06,1.4472172562152177e-06,,
-0.002975,3.3932819094216607e-06,1.0206158469295505e-05,,
-0.0029700000000000004,1.509749743610841e-06,-3.688897987645385e-05,,
-0.0029650000000000006,2.1363312441351878e-07,1.5859266840736666e-07,,
-0.00296,-1.664353232561971e-08,-1.703650773755137e-06,,
-0.002955,1.5427435070284629e-06,2.969437513376411e-05,,
-0.0029500000000000004,7.252308101684809e-06,-9.224366403908979e-07,,
-0.0029450000000000006,6.213406975296196e-05,-1.1007290956278557e-05,,
-0.00294,-1.949934353543941e-05,5.772833797821493e-05,,
-0.002935,-7.422397979357658e-06,-4.88037167843284e-07,,
-0.0029300000000000003,-2.830043371547887e-06,-5.185087971221364e-06,,
-0.0029250000000000005,-2.841877586881766e-07,6.307906403281786e-06,,
-0.00292,9.002626487880038e-07,3.429769119845002e-07,,
-0.002915,8.679817623726383e-07,7.440295627590973e-06,,
-0.0029100000000000003,-3.010574047408138e-07,-5.6357464675783585e-05,,
-0.0029050000000000005,-2.571220470004513e-06,2.9607773695898543e-07,,
-0.0029,-6.348263704519434e-06,9.846276000815117e-06,,
-0.002895,-1.735564628356464e-05,-4.454468573573737e-05,,
-0.00289,1.1554462938472226e-05,-1.507046948396396e-07,,
-0.0028850000000000004,-7.189891435929082e-07,-7.687209452497561e-07,,
-0.0028800000000000006,-3.0683701959192888e-06,2.8408157982289627e-05,,
-0.002875,-3.4043598781942597e-06,8.467193038999836e-09,,
-0.00287,-2.661389012574617e-06,-1.0074736189237527e-05,,
-0.0028650000000000004,-1.3084502199807934e-06,6.630816594162153e-05,,
-0.0028600000000000006,2.0889390475715167e-07,4.319864258225156e-07,,
-0.002855,1.378783265713367e-06,-6.098480428531053e-06,,
-0.00285,1.4384180679921255e-06,1.736714677911848e-05,,
-0.0028450000000000003,-2.278699295779851e-06,8.15984410917675e-08,,
-0.0028400000000000005,6.320400461736798e-05,5.548192291569916e-06,,
-0.002835,1.187891649193971e-05,-5.654849919556547e-05,,
-0.00283,7.475205476625175e-06,-7.906738281854225e-07,,
-0.0028250000000000003,4.681466017003249e-06,9.795341699616876e-06,,
-0.0028200000000000005,2.4163634668397575e-06,-5.9470130607295884e-05,,
-0.002815,7.374818396578689e-07,-7.381538703878917e-07,,
-0.00281,-8.79548479519448e-08,1.6235068701014156e-06,,
-0.002805,3.0134914888675706e-07,1.4518861879783968e-05,,
-0.0028000000000000004,2.5637870412656725e-06,5.95515736475487e-07,,
-0.0027950000000000006,9.262018148134153e-06,-8.278932863904069e-06,,
-0.00279,7.677107066158416e-05,7.269482690308891e-05,,
-0.002785,-1.954094796012117e-05,1.5175279677801184e-06,,
-0.0027800000000000004,-7.213422739799871e-06,-7.653642467743178e-06,,
-0.0027750000000000006,-2.740393961257125e-06,4.071863651738302e-05,,
-0.00277,-4.52329859442506e-07,4.6278983503497623e-07,,
-0.002765,4.4673196897214503e-07,2.257582641901648e-06,,
-0.0027600000000000003,1.5443177032881946e-07,-4.357943242338102e-05,,
-0.0027550000000000005,-1.2536726903634197e-06,-1.5567635472024443e-06,,
-0.00275,-3.839465255972098e-06,9.069372673433604e-06,,
-0.002745,-8.390583054543656e-06,-7.657598012677633e-05,,
-0.0027400000000000002,-2.3950650323156735e-05,-1.8899499825738298e-06,,
-0.0027350000000000005,1.824854165224545e-05,4.801342421690037e-06,,
-0.00273,2.0074586955809507e-06,-1.636274030596376e-05,,
-0.002725,-1.2158885207027044e-06,2.8026546507646936e-07,,
-0.00272,-1.9981791477847655e-06,-4.955323158092387e-06,,
-0.0027150000000000004,-1.5431823739548956e-06,6.576967116651722e-05,,
-0.0027100000000000006,-3.2671462730902133e-07,2.494016381832571e-06,,
-0.002705,1.2857370858693402e-06,-8.513223206614976e-06,,
-0.0027,2.9435565192764474e-06,7.113856257094097e-05,,
-0.0026950000000000003,4.2922410601213955e-06,1.8398864252079942e-06,,
-0.0026900000000000006,4.81196684236972e-06,-2.0796758180053057e-06,,
-0.002685,1.2840025813871058e-05,-8.298407655847918e-06,,
-0.00268,6.600851288912744e-06,-1.2700139550769026e-06,,
-0.0026750000000000003,5.303641568729869e-06,6.440949836245085e-06,,
-0.0026700000000000005,3.755560157625974e-06,-8.030467678721008e-05,,
-0.002665,2.035844796134708e-06,-3.2313260471937804e-06,,
-0.00266,4.100843619072331e-07,7.27849203401306e-06,,
-0.0026550000000000002,-7.951440638109465e-07,-6.045661520133164e-05,,
-0.0026500000000000004,-1.193028634540901e-06,-1.4589267329256788e-06,,
-0.0026449999999999998,-1.6609351443529528e-07,-7.013453100866894e-08,,
-0.00264,4.377131722642508e-06,2.9944166123190667e-05,,
-0.002635,6.0650048999797476e-05,2.3047072795332216e-06,,
-0.0026300000000000004,-1.725155137736137e-05,-6.976505339168402e-06,,
-0.0026250000000000006,-8.07540709314133e-06,8.8521022636491e-05,,
-0.00262,-4.231947599953447e-06,3.733901671451219e-06,,
-0.002615,-1.7827637163784926e-06,-5.8885553199903484e-06,,
-0.0026100000000000003,-2.829802445340598e-07,4.831675764112311e-05,,
-0.0026050000000000005,2.3715452085791755e-07,9.052759341309104e-07,,
-0.0026,-3.9371071873668346e-07,1.5208663671061576e-06,,
-0.002595,-2.5719653321659195e-06,-4.7116251255475167e-05,,
-0.0025900000000000003,-7.797500196321657e-06,-3.2563475015387256e-06,,
-0.0025850000000000005,-3.0431933104422394e-05,6.896931273736828e-06,,
-0.00258,3.169474902965349e-05,-9.266726666988658e-05,,
-0.002575,8.89453735159939e-06,-4.0640778685047016e-06,,
-0.0025700000000000002,3.4305043756733263e-06,4.663184526129658e-06,,
-0.0025650000000000004,9.348719053267059e-07,-3.7609510908673636e-05,,
-0.0025599999999999998,-5.133462424697116e-08,-3.3882822324624564e-07,,
-0.002555,1.312371462593873e-07,-2.3261885179449953e-06,,
-0.00255,1.382930316911887e-06,5.9590078325982565e-05,,
-0.0025450000000000004,3.7753278815175726e-06,4.069429123086115e-06,,
-0.0025400000000000006,7.962252778910387e-06,-6.486680291091961e-06,,
-0.002535,1.8875239688141572e-05,9.501929267272768e-05,,
-0.00253,-7.775838342221598e-05,4.3286481898271215e-06,,
-0.0025250000000000003,-7.711277996069798e-06,-3.7466670189882414e-06,,
-0.0025200000000000005,-1.6710395223568742e-06,3.0295108611191188e-05,,
-0.002515,2.4520214354779785e-07,-1.0598145664803017e-07,,
-0.00251,5.123133845832029e-07,2.6105023847316654e-06,,
-0.0025050000000000003,-2.5754636669754214e-07,-6.766016528807267e-05,,
-0.0025000000000000005,-1.7742989281233672e-06,-4.731728572259539e-06,,
-0.002495,-3.875605298244982e-06,5.934728293721112e-06,,
-0.00249,-6.643389973676739e-06,-9.736849597159191e-05,,
-0.0024850000000000002,-1.1396867365817488e-05,-4.638021912815043e-06,,
-0.0024800000000000004,-6.0931164211642205e-05,3.162802721168681e-06,,
-0.0024750000000000006,4.502363637876575e-06,-2.763478053132725e-05,,
-0.00247,-7.009169462969365e-07,3.204613624007575e-07,,
-0.002465,-1.5303431901428031e-06,-2.5029886900016473e-06,,
-0.0024600000000000004,-1.0104652236361396e-06,7.155304494800864e-05,,
-0.0024550000000000006,2.0036368912315067e-07,5.237990918602717e-06,,
-0.00245,1.7563719734995437e-06,-5.335998733371208e-06,,
-0.002445,3.3980442780720116e-06,0.00010076050181388415,,
-0.0024400000000000003,4.93980498750062e-06,5.078981971717942e-06,,
-0.0024350000000000005,6.386218309802169e-06,-2.863740050580439e-06,,
-0.00243,9.477831637774634e-06,3.0438054717446142e-05,,
-0.002425,2.0072058023797974e-06,-2.1113498009838777e-07,,
-0.0024200000000000003,3.5163756921188568e-06,2.1112956659082542e-06,,
-0.0024150000000000005,2.7992164292661827e-06,-7.103357349113203e-05,,
-0.00241,1.4907616166780013e-06,-5.557156355471191e-06,,
-0.002405,-4.2075950519236745e-08,4.7133658450588046e-06,,
-0.0024000000000000002,-1.534503192619292e-06,-0.00010533109500271897,,
-0.0023950000000000004,-2.74174374483874e-06,-5.693851690647251e-06,,
-0.0023900000000000006,-3.413082273514038e-06,2.762043484141789e-06,,
-0.002385,-3.1794414282247097e-06,-3.916132584196303e-05,,
-0.00238,-5.137183328035724e-07,-3.072389134026797e-07,,
-0.0023750000000000004,-2.568031029124557e-05,-1.5221814298722194e-06,,
-0.0023700000000000006,-6.937306261182003e-06,6.521885347466324e-05,,
-0.002365,-4.047306915161568e-06,5.607959118907047e-06,,
-0.00236,-1.944929831385887e-06,-4.0462777898576585e-06,,
-0.0023550000000000003,-1.5779316998316098e-07,0.00011013604379409029,,
-0.0023500000000000005,1.2562918665377203e-06,6.457864176659407e-06,,
-0.002345,2.138143606324246e-06,-2.7486397791748875e-06,,
-0.00234,2.2750787991694704e-06,5.375825842324307e-05,,
-0.0023350000000000003,1.2795717352276512e-06,1.3035266605135002e-06,,
