time_ms,rx_envelope,projected_signal,template
-10.0,0.037612226928389995,0.00031887014261518243,1.1824579838338216e-06
-9.99499874968742,0.037606656740273844,0.00017076407221687517,1.1663541093941488e-06
-9.989997499374844,0.03761691776155028,0.0004435781303038233,1.1503391655251184e-06
-9.984996249062265,0.03759250649548233,-0.00020557621993815,1.1344131495771494e-06
-9.979994998749687,0.03760603381070398,0.0001541999473111122,1.1185760566939505e-06
-9.97499374843711,0.03760480042931333,0.00012140217342104798,1.1028278798122951e-06
-9.969992498124531,0.03761360035090885,0.0003553856255736759,1.0871686096626816e-06
-9.964991247811954,0.03760160220592332,3.635079493963245e-05,1.0715982347703369e-06
-9.959989997499376,0.03758654284050652,-0.0003642270821707372,1.0561167414560218e-06
-9.954988747186796,0.03759931146916181,-2.457164508767873e-05,1.0407241138341552e-06
-9.94998749687422,0.03760491117112152,0.00012434863020303888,1.0254203338174625e-06
-9.94498624656164,0.03758917210311259,-0.00029427611499328876,1.0102053811143647e-06
-9.939984996249063,0.037584712826694816,-0.0004129146210978818,9.950792332328421e-07
-9.934983745936485,0.03761047349618742,0.0002722539632710602,9.8004186547951e-07
-9.929982495623907,0.037599859122891106,-1.000386907316908e-05,9.650932509606846e-07
-9.924981245311328,0.037597864451246125,-6.305466548137129e-05,9.502333605855121e-07
-9.919979994998751,0.037596704633775055,-9.390247698748411e-05,9.354621630651951e-07
-9.914978744686172,0.037592167802315626,-0.0002145800814943588,9.2077962491654e-07
-9.909977494373592,0.037595597442326066,-0.00012335070687631566,9.061857104608536e-07
-9.904976244061016,0.0375880829155761,-0.000323247783691194,8.916803818281333e-07
-9.899974993748437,0.03759538169540724,-0.0001290878279474883,8.772635989579387e-07
-9.894973743435859,0.037612193845465165,0.0003179996060807544,8.629353196003343e-07
-9.889972493123281,0.03759656703292766,-9.7557851066854e-05,8.486954993187536e-07
-9.884971242810703,0.03758910624573414,-0.0002960199638470662,8.345440914921238e-07
-9.879969992498124,0.037599884372549804,-9.324754325731877e-06,8.204810473160868e-07
-9.874968742185548,0.037604590795985444,0.00011583959623176487,8.065063158058358e-07
-9.869967491872968,0.037597849957852855,-6.343119633321626e-05,7.926198437994516e-07
-9.86496624156039,0.03760672804650568,0.00017267484565358648,7.788215759577241e-07
-9.859964991247812,0.037597487333095335,-7.307396320134496e-05,7.651114547691948e-07
-9.854963740935235,0.0376007727825634,1.4308140647428802e-05,7.514894205514994e-07
-9.849962490622655,0.03760548767629982,0.0001396949545812154,7.379554114537832e-07
-9.844961240310079,0.03760080584517448,1.5189766434470231e-05,7.245093634603224e-07
-9.8399599899975,0.037594224799544426,-0.00015984839821431285,7.111512103933823e-07
-9.834958739684922,0.03760277561295375,6.757717103403338e-05,6.978808839155629e-07
-9.829957489372344,0.037603872705603086,9.675386831753396e-05,6.84698313533157e-07
-9.824956239059764,0.037597635069574614,-6.913606666331118e-05,6.716034265992199e-07
-9.819954988747186,0.03759329068288732,-0.00018469086190024686,6.585961483173544e-07
-9.814953738434609,0.037600309398285854,1.994370265781531e-06,6.45676401744253e-07
-9.80995248812203,0.03759454550717283,-0.00015130968148033275,6.328441077937123e-07
-9.804951237809451,0.03758876756764374,-0.00030501094660587147,6.200991852396478e-07
-9.799949987496875,0.03758608369541714,-0.000376412927735742,6.074415507210889e-07
-9.794948737184296,0.03759679438965636,-9.148765339953013e-05,5.948711187434134e-07
-9.789947486871718,0.03761149720659065,0.00029950314767386577,5.823878016845846e-07
-9.78494623655914,0.037610202880909785,0.000265091095367348,5.699915097982498e-07
-9.779944986246562,0.0375968003984691,-9.132311391985004e-05,5.576821512170081e-07
-9.774943735933983,0.03759830201469326,-5.138227791359751e-05,5.454596319571302e-07
-9.769942485621407,0.0375936101516035,-0.00017617763005434162,5.333238559236829e-07
-9.764941235308827,0.03759246232689669,-0.0002067088456189914,5.212747249123169e-07
-9.75993998499625,0.037598598861961374,-4.348200232398569e-05,5.093121386161294e-07
-9.754938734683671,0.03758883172034307,-0.000303288085045178,4.974359946293061e-07
-9.749937484371094,0.0375981877443206,-5.441292250628338e-05,4.856461884504948e-07
-9.744936234058514,0.037601973683140666,4.6278528602020086e-05,4.739426134896275e-07
-9.739934983745936,0.037582680870467886,-0.0004669310975313895,4.6232516107133024e-07
-9.734933733433358,0.03760546797068396,0.00013920620295680697,4.5079372043929254e-07
-9.72993248312078,0.03760330256092234,8.162411843606887e-05,4.3934817876207155e-07
-9.724931232808203,0.037602510891733235,6.057262462974555e-05,4.279884211377989e-07
-9.719929982495623,0.037605735162075854,0.00014631702877132557,4.1671433059977965e-07
-9.714928732183047,0.037606963793477576,0.00017898983871103558,4.0552578812048083e-07
-9.709927481870468,0.037604091794758494,0.0001026201059301235,3.944226726180597e-07
-9.70492623155789,0.037600901315684804,1.7774580340884638e-05,3.83404860961162e-07
-9.699924981245312,0.037589435871332795,-0.00028719460920553774,3.7247222797387823e-07
-9.694923730932734,0.03759240736684663,-0.00020814433407803645,3.6162464644229847e-07
-9.689922480620154,0.03759829051567315,-5.165617742904083e-05,3.5086198711993877e-07
-9.684921230307578,0.037596397149719324,-0.00010201311586144346,3.4018411873222687e-07
-9.679919979994999,0.03760228409035228,5.455931763748145e-05,3.295909079842103e-07
-9.674918729682421,0.037584885507167966,-0.0004082457918604121,3.1908221956466353e-07
-9.669917479369843,0.03759973642802975,-1.3191543373189396e-05,3.0865791615389437e-07
-9.664916229057265,0.03759476840231922,-0.00014532736617681175,2.983178584271701e-07
-9.659914978744686,0.03759559039432163,-0.00012346087840803266,2.8806190506456427e-07
-9.654913728432108,0.037596578828669576,-9.716777996002235e-05,2.7788991275311495e-07
-9.64991247811953,0.037604828116341533,0.00012222629547542496,2.6780173619697725e-07
-9.64491122780695,0.037607567034425304,0.0001950601041047495,2.5779722812065306e-07
-9.639909977494375,0.037603669247672236,9.141331326928404e-05,2.478762392768795e-07
-9.634908727181795,0.03760558846336506,0.00014245227982424835,2.380386184540302e-07
-9.629907476869217,0.03760180912634958,4.1950178187977194e-05,2.2828421248135094e-07
-9.62490622655664,0.0376005379497753,8.145653935587305e-06,2.1861286623593064e-07
-9.619904976244062,0.03760809100894339,0.0002090041620673444,2.090244226502654e-07
-9.614903725931482,0.03758946680666256,-0.0002863341285196247,1.9951872271899576e-07
-9.609902475618906,0.037603290024139056,8.134239944440624e-05,1.9009560550520278e-07
-9.604901225306326,0.037587956281290545,-0.0003265150341578704,1.80754908147883e-07
-9.599899974993749,0.03760801785881451,0.0002070685076806661,1.7149646586933126e-07
-9.59489872468117,0.03760919213848822,0.00023829458472644782,1.6232011198274617e-07
-9.589897474368593,0.03759611202340147,-0.00010955389458155995,1.5322567789741568e-07
-9.584896224056013,0.037593306608580276,-0.00018417409189758205,1.4421299312983432e-07
-9.579894973743437,0.03760094535346758,1.9001954909614316e-05,1.3528188530698468e-07
-9.574893723430858,0.037609267884506845,0.00024031822399958602,1.264321801778062e-07
-9.569892473118278,0.03760309895886454,7.628045129308425e-05,1.1766370161766668e-07
