time,depth_in,depth_sat
0.0,0.0,-1.1249646955698979e-14
0.001001001001001001,0.0,-1.1249646955698979e-14
0.002002002002002002,0.0,-1.1249646955698979e-14
0.003003003003003003,0.0,-1.1249646955698979e-14
0.004004004004004004,0.0,-1.1249646955698979e-14
0.005005005005005005,0.0,-1.1249646955698979e-14
0.006006006006006006,0.0,-1.1249646955698979e-14
0.007007007007007007,0.0,-1.1249646955698979e-14
0.008008008008008008,0.0,-1.1249646955698979e-14
0.009009009009009009,0.0,-1.1249646955698979e-14
0.01001001001001001,0.0,-1.1249646955698979e-14
0.011011011011011011,0.0,-1.1249646955698979e-14
0.012012012012012012,0.0,-1.1249646955698979e-14
0.013013013013013013,0.0,-1.1249646955698979e-14
0.014014014014014014,0.0,-1.1249646955698979e-14
0.015015015015015015,0.0,-1.1249646955698979e-14
0.016016016016016016,0.0,-1.1249646955698979e-14
0.017017017017017015,0.0,-1.1249646955698979e-14
0.018018018018018018,0.0,-1.1249646955698979e-14
0.01901901901901902,0.0,-1.1249646955698979e-14
0.02002002002002002,0.0,-1.1249646955698979e-14
0.02102102102102102,0.0,-1.1249646955698979e-14
0.022022022022022022,0.0,-1.1249646955698979e-14
0.023023023023023025,0.0,-1.1249646955698979e-14
0.024024024024024024,0.0,-1.1249646955698979e-14
0.025025025025025023,0.0,-1.1249646955698979e-14
0.026026026026026026,0.0,-1.1249646955698979e-14
0.02702702702702703,0.0,-1.1249646955698979e-14
0.028028028028028028,0.0,-1.1249646955698979e-14
0.029029029029029027,0.0,-1.1249646955698979e-14
0.03003003003003003,0.0,-1.1249646955698979e-14
0.031031031031031032,0.0,-1.1249646955698979e-14
0.03203203203203203,0.0,-1.1249646955698979e-14
0.03303303303303303,0.0,-1.1249646955698979e-14
0.03403403403403403,0.0,-1.1249646955698979e-14
0.035035035035035036,0.0,-1.1249646955698979e-14
0.036036036036036036,0.0,-1.1249646955698979e-14
0.037037037037037035,0.0,-1.1249646955698979e-14
0.03803803803803804,0.0,-1.1249646955698979e-14
0.03903903903903904,0.0,-1.1249646955698979e-14
0.04004004004004004,0.0,-1.1249646955698979e-14
0.04104104104104104,0.0,-1.1249646955698979e-14
0.04204204204204204,0.0,-1.1249646955698979e-14
0.043043043043043044,0.0,-1.1249646955698979e-14
0.044044044044044044,0.0,-1.1249646955698979e-14
0.04504504504504504,0.0,-1.1249646955698979e-14
0.04604604604604605,0.0,-1.1249646955698979e-14
0.04704704704704705,0.0,-1.1249646955698979e-14
0.04804804804804805,0.0,-1.1249646955698979e-14
0.04904904904904905,0.0,-1.1249646955698979e-14
0.050050050050050046,0.0,-1.1249646955698979e-14
0.05105105105105105,0.0,-1.1249646955698979e-14
0.05205205205205205,0.0,-1.1249646955698979e-14
0.05305305305305305,0.0,-1.1249646955698979e-14
0.05405405405405406,0.0,-1.1249646955698979e-14
0.055055055055055056,0.0,-1.1249646955698979e-14
0.056056056056056056,0.0,-1.1249646955698979e-14
0.057057057057057055,0.0,-1.1249646955698979e-14
0.058058058058058054,0.0,-1.1249646955698979e-14
0.05905905905905906,0.0,-1.1249646955698979e-14
0.06006006006006006,0.0,-1.1249646955698979e-14
0.06106106106106106,0.0,-1.1249646955698979e-14
0.062062062062062065,0.0,-1.1249646955698979e-14
0.06306306306306306,0.0,-1.1249646955698979e-14
0.06406406406406406,0.0,-1.1249646955698979e-14
0.06506506506506507,0.0,-1.1249646955698979e-14
0.06606606606606606,0.0,-1.1249646955698979e-14
0.06706706706706707,0.0,-1.1249646955698979e-14
0.06806806806806806,0.0,-1.1249646955698979e-14
0.06906906906906907,0.0,-1.1249646955698979e-14
0.07007007007007007,0.0,-1.1249646955698979e-14
0.07107107107107107,0.0,-1.1249646955698979e-14
0.07207207207207207,0.0,-1.1249646955698979e-14
0.07307307307307308,0.0,-1.1249646955698979e-14
0.07407407407407407,0.0,-1.1249646955698979e-14
0.07507507507507508,0.0,-1.1249646955698979e-14
0.07607607607607608,0.0,-1.1249646955698979e-14
0.07707707707707707,0.0,-1.1249646955698979e-14
0.07807807807807808,0.0,-1.1249646955698979e-14
0.07907907907907907,0.0,-1.1249646955698979e-14
0.08008008008008008,0.0,-1.1249646955698979e-14
0.08108108108108109,0.0,-1.1249646955698979e-14
0.08208208208208208,0.0,-1.1249646955698979e-14
0.08308308308308308,0.0,-1.1249646955698979e-14
0.08408408408408408,0.0,-1.1249646955698979e-14
0.08508508508508508,0.0,-1.1249646955698979e-14
0.08608608608608609,0.0,-1.1249646955698979e-14
0.08708708708708708,0.0,-1.1249646955698979e-14
0.08808808808808809,0.0,-1.1249646955698979e-14
0.0890890890890891,0.0,-1.1249646955698979e-14
0.09009009009009009,0.0,-1.1249646955698979e-14
0.09109109109109109,0.0,-1.1249646955698979e-14
0.0920920920920921,0.0,-1.1249646955698979e-14
0.09309309309309309,0.0,-1.1249646955698979e-14
0.0940940940940941,0.0,-1.1249646955698979e-14
0.09509509509509509,0.0,-1.1249646955698979e-14
0.0960960960960961,0.0,-1.1249646955698979e-14
0.0970970970970971,0.0,-1.1249646955698979e-14
0.0980980980980981,0.0,-1.1249646955698979e-14
0.0990990990990991,0.0,-1.1249646955698979e-14
0.10010010010010009,0.0,-1.1249646955698979e-14
0.1011011011011011,0.0,-1.1249646955698979e-14
0.1021021021021021,0.0,-1.1249646955698979e-14
0.1031031031031031,0.0,-1.1249646955698979e-14
0.1041041041041041,0.0,-1.1249646955698979e-14
0.10510510510510511,0.0,-1.1249646955698979e-14
0.1061061061061061,0.0,-1.1249646955698979e-14
0.10710710710710711,0.0,-1.1249646955698979e-14
0.10810810810810811,0.0,-1.1249646955698979e-14
0.1091091091091091,0.0,-1.1249646955698979e-14
0.11011011011011011,0.0,-1.1249646955698979e-14
0.1111111111111111,0.0,-1.1249646955698979e-14
0.11211211211211211,0.0,-1.1249646955698979e-14
0.11311311311311312,0.0,-1.1249646955698979e-14
0.11411411411411411,0.0,-1.1249646955698979e-14
0.11511511511511512,0.0,-1.1249646955698979e-14
0.11611611611611611,0.0,-1.1249646955698979e-14
0.11711711711711711,0.0,-1.1249646955698979e-14
0.11811811811811812,0.0,-1.1249646955698979e-14
0.11911911911911911,0.0,-1.1249646955698979e-14
0.12012012012012012,0.0,-1.1249646955698979e-14
0.12112112112112113,0.0,-1.1249646955698979e-14
0.12212212212212212,0.0,-1.1249646955698979e-14
0.12312312312312312,0.0,-1.1249646955698979e-14
0.12412412412412413,0.0,-1.1249646955698979e-14
0.12512512512512514,0.0,-1.1249646955698979e-14
0.12612612612612611,0.0,-1.1249646955698979e-14
0.12712712712712712,0.0,-1.1249646955698979e-14
0.12812812812812813,0.0,-1.1249646955698979e-14
0.12912912912912913,0.0,-1.1249646955698979e-14
0.13013013013013014,0.0,-1.1249646955698979e-14
0.13113113113113112,0.0,-1.1249646955698979e-14
0.13213213213213212,0.0,-1.1249646955698979e-14
0.13313313313313313,0.0,-1.1249646955698979e-14
0.13413413413413414,0.0,-1.1249646955698979e-14
0.13513513513513514,0.0,-1.1249646955698979e-14
0.13613613613613612,0.0,-1.1249646955698979e-14
0.13713713713713713,0.0,-1.1249646955698979e-14
0.13813813813813813,0.0,-1.1249646955698979e-14
0.13913913913913914,0.0,-1.1249646955698979e-14
0.14014014014014015,0.0,-1.1249646955698979e-14
0.14114114114114115,0.0,-1.1249646955698979e-14
0.14214214214214213,0.0,-1.1249646955698979e-14
0.14314314314314314,0.0,-1.1249646955698979e-14
0.14414414414414414,0.0,-1.1249646955698979e-14
0.14514514514514515,0.0,-1.1249646955698979e-14
0.14614614614614616,0.0,-1.1249646955698979e-14
0.14714714714714713,0.0,-1.1249646955698979e-14
0.14814814814814814,0.0,-1.1249646955698979e-14
0.14914914914914915,0.0,-1.1249646955698979e-14
0.15015015015015015,0.0,-1.1249646955698979e-14
0.15115115115115116,0.0,-1.1249646955698979e-14
0.15215215215215216,0.0,-1.1249646955698979e-14
0.15315315315315314,0.0,-1.1249646955698979e-14
0.15415415415415415,0.0,-1.1249646955698979e-14
0.15515515515515516,0.0,-1.1249646955698979e-14
0.15615615615615616,0.0,-1.1249646955698979e-14
0.15715715715715717,0.0,-1.1249646955698979e-14
0.15815815815815815,0.0,-1.1249646955698979e-14
0.15915915915915915,0.0,-1.1249646955698979e-14
0.16016016016016016,0.0,-1.1249646955698979e-14
0.16116116116116116,0.0,-1.1249646955698979e-14
0.16216216216216217,0.0,-1.1249646955698979e-14
0.16316316316316315,0.0,-1.1249646955698979e-14
0.16416416416416416,0.0,-1.1249646955698979e-14
0.16516516516516516,0.0,-1.1249646955698979e-14
0.16616616616616617,0.0,-1.1249646955698979e-14
0.16716716716716717,0.0,-1.1249646955698979e-14
0.16816816816816815,0.0,-1.1249646955698979e-14
0.16916916916916916,0.0,-1.1249646955698979e-14
0.17017017017017017,0.0,-1.1249646955698979e-14
0.17117117117117117,0.0,-1.1249646955698979e-14
0.17217217217217218,0.0,-1.1249646955698979e-14
0.17317317317317318,0.0,-1.1249646955698979e-14
0.17417417417417416,0.0,-1.1249646955698979e-14
0.17517517517517517,0.0,-1.1249646955698979e-14
0.17617617617617617,0.0,-1.1249646955698979e-14
0.17717717717717718,0.0,-1.1249646955698979e-14
0.1781781781781782,0.0,-1.1249646955698979e-14
0.17917917917917917,0.0,-1.1249646955698979e-14
0.18018018018018017,0.0,-1.1249646955698979e-14
0.18118118118118118,0.0,-1.1249646955698979e-14
0.18218218218218218,0.0,-1.1249646955698979e-14
0.1831831831831832,0.0,-1.1249646955698979e-14
0.1841841841841842,0.0,-1.1249646955698979e-14
0.18518518518518517,0.0,-1.1249646955698979e-14
0.18618618618618618,0.0,-1.1249646955698979e-14
0.1871871871871872,0.0,-1.1249646955698979e-14
0.1881881881881882,0.0,-1.1249646955698979e-14
0.1891891891891892,0.0,-1.1249646955698979e-14
0.19019019019019018,0.0,-1.1249646955698979e-14
0.19119119119119118,0.0,-1.1249646955698979e-14
0.1921921921921922,0.0,-1.1249646955698979e-14
0.1931931931931932,0.0,-1.1249646955698979e-14
0.1941941941941942,0.0,-1.1249646955698979e-14
0.19519519519519518,0.0,-1.1249646955698979e-14
0.1961961961961962,0.0,-1.1249646955698979e-14
0.1971971971971972,0.0,-1.1249646955698979e-14
0.1981981981981982,0.0,-1.1249646955698979e-14
0.1991991991991992,0.0,-1.1249646955698979e-14
0.20020020020020018,0.0,-1.1249646955698979e-14
0.2012012012012012,0.0,-1.1249646955698979e-14
0.2022022022022022,0.0,-1.1249646955698979e-14
0.2032032032032032,0.0,-1.1249646955698979e-14
0.2042042042042042,0.0,-1.1249646955698979e-14
0.20520520520520522,0.0,-1.1249646955698979e-14
0.2062062062062062,0.0,-1.1249646955698979e-14
0.2072072072072072,-1.1102230246251565e-14,-2.2499293911397957e-14
0.2082082082082082,-1.1102230246251565e-14,-2.2499293911397957e-14
0.2092092092092092,-1.1102230246251565e-14,-2.2499293911397957e-14
0.21021021021021022,-1.1102230246251565e-14,-2.2499293911397957e-14
0.2112112112112112,-1.1102230246251565e-14,-2.2499293911397957e-14
0.2122122122122122,-2.220446049250313e-14,-2.2499293911397957e-14
0.2132132132132132,-2.220446049250313e-14,-2.2499293911397957e-14
0.21421421421421422,-3.3306690738754696e-14,-2.2499293911397957e-14
0.21521521521521522,-4.440892098500626e-14,-2.2499293911397957e-14
0.21621621621621623,-5.551115123125783e-14,-3.374894086709693e-14
0.2172172172172172,-6.661338147750939e-14,-3.374894086709693e-14
0.2182182182182182,-7.771561172376096e-14,-3.374894086709693e-14
0.21921921921921922,-9.992007221626409e-14,-3.374894086709693e-14
0.22022022022022023,-1.2212453270876722e-13,-5.624823477849489e-14
0.22122122122122123,-1.5543122344752192e-13,-6.749788173419387e-14
0.2222222222222222,-1.9984014443252818e-13,-1.012468226012908e-13
0.22322322322322322,-2.4424906541753444e-13,-1.012468226012908e-13
0.22422422422422422,-3.1086244689504383e-13,-1.1249646955698978e-13
0.22522522522522523,-3.774758283725532e-13,-1.3499576346838773e-13
0.22622622622622623,-4.773959005888173e-13,-1.574950573797857e-13
0.2272272272272272,-5.88418203051333e-13,-2.024936452025816e-13
0.22822822822822822,-7.327471962526033e-13,-2.4749223302537755e-13
0.22922922922922923,-9.2148511043888e-13,-3.149901147595714e-13
0.23023023023023023,-1.1435297153639112e-12,-3.9373764344946424e-13
