time_ms,template_norm,signal_norm,velocity_scan,glrt_stat
-10.0,-0.011841116188295775,-0.0138466843549944,13000.0,1.0311359546167171e-08
-9.99499874968742,-0.019032649644226848,-0.014439590838706667,13040.0,4.3705717285338626e-08
-9.989997499374844,0.005374005597716636,-0.013755771925582607,13080.0,7.857950349496453e-08
-9.984996249062265,0.020180852936730685,0.003148332731821822,13120.0,4.934684489358873e-08
-9.979994998749687,0.00043540139267704716,0.01425028675194687,13160.0,9.08450687849072e-08
-9.97499374843711,-0.02058088412088436,0.02314657359077409,13200.0,5.3676260440156555e-09
-9.969992498124531,-0.0074991265558439595,0.016484879302120992,13240.0,5.302805742863335e-08
-9.964991247811954,0.017659962006590986,0.003025864911496119,13280.0,1.1059824101659215e-08
-9.959989997499376,0.012618863489303557,0.01088083948184644,13320.0,5.751633229530308e-09
-9.954988747186796,-0.014138024649538271,-0.015612990178642237,13360.0,3.43599109688902e-08
-9.94998749687422,-0.017715857433113356,0.009877117999012388,13400.0,5.460308603059549e-08
-9.94498624656164,0.007865200376163329,0.008555112555034477,13440.0,5.7850740245841654e-08
-9.939984996249063,0.019749507124201666,0.017944963426312525,13480.0,1.621528921150762e-08
-9.934983745936485,-0.001936016227557355,0.01096105940262298,13520.0,4.1480499164457505e-09
-9.929982495623907,-0.020914965723408046,0.01304320202120198,13560.0,5.9580521007071745e-08
-9.924981245311328,-0.005488179080369798,-0.001924588778003257,13600.0,1.6504381785203345e-09
-9.919979994998751,0.01857432549346284,0.0022244084858396907,13640.0,5.573074006095656e-09
-9.914978744686172,0.011142701509151394,-0.030514651468237654,13680.0,2.081585634735269e-12
-9.909977494373592,-0.015377469042947442,-0.019660850459894134,13720.0,9.272001881641804e-13
-9.904976244061016,-0.016823017006188414,-0.013876480945486427,13760.0,1.1883643006648914e-08
-9.899974993748437,0.009193027697510577,-0.004166013517300979,13800.0,3.9485509900950366e-08
-9.894973743435859,0.01941492332530893,0.012229747355969926,13840.0,6.8475026935797754e-09
-9.889972493123281,-0.00311850160613104,0.0009313621139474359,13880.0,4.9650461934828093e-08
-9.884971242810703,-0.02099634951788188,-0.013090241965492388,13920.0,6.214565449099112e-09
-9.879969992498124,-0.004584281121553768,-0.033631844600485156,13960.0,3.8273367741951156e-09
-9.874968742185548,0.018909611219235244,-0.02097834050217165,14000.0,2.586648297462056e-08
-9.869967491872968,0.010600175529449935,0.0016447269810643112,14040.0,2.731537694788969e-09
-9.86496624156039,-0.01574784940186591,-0.03409591060529775,14080.0,5.732656054494238e-08
-9.859964991247812,-0.01658887837666783,0.008833814910835201,14120.0,5.063358268098949e-10
-9.854963740935235,0.009447789991467895,0.005762182894112662,14160.0,1.8195855423129427e-10
-9.849962490622655,0.019399517475672156,0.0011967058666317806,14200.0,1.3979252078404857e-12
-9.844961240310079,-0.0031205433223885936,-0.010931251981449843,14240.0,1.727664162077957e-08
-9.8399599899975,-0.0210057576428238,0.0009221916065818901,14280.0,1.2254585411177503e-09
-9.834958739684922,-0.004833660814752875,0.008179337071385797,14320.0,5.271716314984907e-09
-9.829957489372344,0.01878822604509019,-0.0030071757585234766,14360.0,3.780798285095069e-08
-9.824956239059764,0.011059316667165973,0.0036775180131027093,14400.0,3.172786340066031e-08
-9.819954988747186,-0.015312126945151232,0.012374862096345446,14440.0,7.958491193043696e-09
-9.814953738434609,-0.01707155316438462,0.044955004824598604,14480.0,7.058719348105463e-08
