3.712846843551293e-12,3.374417238313242e-10,1.929053919539984e-12,6.085999105372224e-11,4.7895986057226766e-11,8.759856086188093e-11,1.0929100403677257e-09,2.425770373929541e-10,2.606466171726702e-12,5.0629927246700266e-11,1.3854552647664113e-10,2.0992603911995234e-10,1.5113370063618018e-10,1.488454596837949e-10,1.908050210612807e-09,2.289665967686167e-13,3.716312435894472e-09,7.287673931426058e-11,1.4589633757012102e-09,1.5948557146147322e-11,2.874785598534935e-10,9.075245037913139e-11,6.08858683898578e-10,2.719530255560054e-11,1.7897852153699997e-09,1.8397293731959717e-11,8.847409198705643e-12,9.430316844063068e-11,3.101041674124585e-11,1.7251394185188447e-10,5.243219059939122e-10,1.234265222075454e-10,4.336958012397531e-10,4.914224825068337e-11,2.525433214891687e-10,1.949849385459156e-11,2.9418772516605538e-12,3.0463050111235675e-11,1.7537457612774447e-12,5.699759285634097e-11,5.518122577416764e-12
5.2150763781233667e-11,3.905380757883108e-10,8.168034364083518e-12,2.6658447389938718e-11,4.318982529244825e-10,2.395470482065673e-10,6.294337079603776e-10,2.0408389408920046e-11,4.5549813304808856e-10,4.629731518164229e-11,7.478947041800074e-11,4.3599763715818433e-10,6.324762640374177e-12,4.378849252908996e-10,2.948989416362673e-09,2.0841479369666738e-11,6.267382850423916e-11,1.2714478018376986e-12,9.194942413635428e-10,5.818062205385852e-12,5.107060365116744e-07,4.947310388318097e-13,3.1061173143129907e-09,2.1578111866730063e-10,3.4777185734937815e-10,6.327986942299473e-11,3.2325495536525576e-10,2.442790404825669e-10,2.224565844590637e-12,6.057049153891142e-10,2.1105314555062513e-12,2.467994336002945e-10,1.2481681235824425e-09,2.280376479524734e-13,4.970150240892284e-10,1.530024278942219e-10,8.246456806379975e-12,2.0273400321756327e-11,8.95543371639064e-11,2.9612111066814494e-10,3.2471588168503615e-14
5.806743829031321e-10,3.0249630404878026e-10,4.3761450445973325e-12,4.475670866676628e-12,6.299525720947984e-11,5.627809913183163e-10,3.183798837936002e-11,4.5349021052534616e-11,1.1500018786557794e-10,1.4975065502347804e-10,1.911466170745661e-12,4.230526963972973e-10,7.249256986287101e-10,8.843669900237801e-11,4.268183527530832e-10,6.605923672900279e-12,1.452373260062906e-10,4.253618529753944e-12,2.1990314071733314e-09,9.357265824869045e-16,4.661322070795199e-06,4.2406853704434523e-11,8.624269248863681e-09,6.553446316050566e-11,1.6775738347538952e-09,3.363892923248702e-11,1.4264863903535345e-09,1.486989661947937e-11,7.718056388589341e-10,1.3945243467847628e-10,1.5688701148236853e-11,1.2957951830206635e-10,1.0552129511574654e-09,7.570284341019295e-11,6.136233326679862e-11,1.8369577878345112e-10,1.067409176504786e-10,6.510322501955469e-14,8.292169366260987e-13,4.546842801646922e-10,7.416286047782874e-11
9.093206880324987e-11,8.542184165580786e-10,6.581826636504143e-12,2.0460089018376335e-10,1.6171667506484014e-10,5.312935153968072e-10,9.486312097384032e-11,9.088279970899428e-11,2.5688336481208307e-10,2.1838873668948317e-10,1.5113657144681802e-10,2.808102695090165e-10,2.7679600420199286e-10,3.6639209919657215e-10,6.505502677393336e-10,4.04688087380055e-11,5.882157618700426e-10,1.4956228461007026e-11,5.196556065259324e-11,5.844667316836335e-12,7.963439057876847e-07,1.4207980331108824e-11,1.4375499980613527e-08,6.602304645602176e-13,5.366094954149146e-09,4.613906734644972e-12,5.1928223506071714e-09,1.1318383407476188e-10,1.8145595993098406e-10,2.895820318945678e-10,3.724267427373648e-10,1.5649460964027283e-11,3.200553095809988e-10,8.970477153296837e-12,1.9065243407360528e-10,5.3379129477906477e-11,1.418736579901113e-12,3.209765813384353e-10,6.350211088128729e-11,1.5182248422790828e-10,1.930489435453878e-11
5.5922891313837605e-11,2.3340520907026526e-10,5.724336917280525e-13,3.775118888641675e-10,3.3663733612925793e-10,2.7922907228857727e-10,2.2630800846060108e-10,3.0286513407902066e-11,1.0257132550453451e-10,2.0497377227312307e-10,8.890073415726797e-12,1.7778147106929518e-10,5.608291306293016e-10,5.81009458148621e-10,3.7674441592590256e-10,1.974006191832897e-11,2.1058541111721873e-09,6.783403501626168e-12,1.6030813142394144e-09,8.045201987967329e-11,4.377395575339807e-07,7.637368351681597e-11,2.6232609694813002e-08,1.550017684164243e-11,9.925833307422357e-09,3.1633350559159353e-11,4.32653995782668e-09,1.5016693990881009e-10,1.1014435846675623e-09,2.669200026746418e-10,5.578425066397759e-10,2.99722978687931e-11,4.0570673038555974e-10,2.050519708714662e-11,1.2342007357230624e-10,8.838438774866816e-11,2.93072882743049e-12,4.3262753256175415e-10,4.4889432989023204e-10,9.59104156274666e-12,4.177588237784387e-11
2.822148198359142e-10,3.0453924146523044e-11,1.2869955293873125e-10,9.90557024219283e-13,1.29065783433618e-10,6.102758322833292e-12,9.72896727059527e-11,2.473878643485706e-12,1.5586977319579769e-12,1.239120545126799e-12,2.898071088450155e-11,1.9323575489286327e-10,4.521706835060992e-10,6.672262054177654e-11,1.6990070476812586e-10,3.131169934754935e-11,1.1965496167134544e-09,3.888468234806067e-11,3.3817894915269917e-09,3.5047966259034517e-11,1.2280547280288756e-07,1.4296098045722611e-10,7.627267264269772e-09,2.0008721412743013e-13,9.478611276065837e-09,1.48436968515831e-11,6.130168253821476e-10,3.226698315668523e-10,2.0496526757328505e-09,1.0110319581674008e-10,4.734377160627312e-10,1.4155372718419695e-10,6.602697240559679e-10,3.463837075099626e-11,1.0701177436163863e-11,1.8166426935561846e-10,1.0776446396199762e-11,1.4649469200647692e-10,1.910257218473825e-10,3.886652989614937e-11,1.3551494376573518e-10
3.7641286591473477e-10,4.4605631998731945e-11,3.747558659133774e-11,1.9286426107268252e-11,8.818586016301256e-11,2.2697187012733717e-11,3.0997935848179465e-12,1.18104067421443e-11,1.9784872649560386e-10,1.44776072977907e-10,3.601280742669032e-10,1.5704686242440298e-10,4.5383884541323625e-10,9.585325784472885e-11,1.175045399765316e-10,1.2904691407519923e-12,2.1123301069806806e-11,3.907186723543229e-11,7.021138310217821e-10,1.6511514092874483e-10,1.0034348461499739e-07,2.3587581622272855e-11,5.804838259519537e-12,1.0189017187376863e-11,6.26674182329356e-09,2.157666283131482e-10,1.6488453928964574e-10,5.697040144509736e-10,1.1574447737960086e-09,4.250131468851475e-10,5.798226380737142e-10,2.1680447891303307e-10,8.921413002494735e-10,5.915752735628141e-12,5.144856811026449e-10,2.0555379274944214e-11,3.076424522475173e-10,4.999413477086861e-11,7.037999645883245e-11,1.1683363689801048e-12,3.575098544626362e-10
2.2513196062509157e-10,1.966071789929452e-11,2.2834036293356674e-11,1.4875917387442032e-10,9.334803088303167e-11,3.330327517224428e-11,3.9050194159934343e-10,3.234327233485588e-11,3.711554216061546e-11,2.3611596250193313e-10,5.70382996772621e-11,2.0706005590603025e-10,2.7242909744547677e-12,9.405810663465077e-11,4.7856674773220296e-11,1.6490392559897702e-11,1.7383530135211448e-09,2.2514592145693664e-11,1.7618276328310638e-11,6.188885456586061e-11,7.310747807115031e-07,3.020959946003688e-12,7.006189874058782e-09,2.4089517628562838e-11,3.902447811388415e-09,8.550396446578754e-11,9.541568525419166e-11,8.572142232471906e-10,1.2256211903422093e-09,4.71179502331951e-10,1.3180241823550244e-10,9.268968952615027e-11,1.0616586826558085e-09,8.354070284622813e-11,2.35760232577497e-10,3.5159448156206427e-12,4.900312980542747e-10,3.6559109738484256e-11,1.3999582462281262e-10,4.29662289618428e-12,1.9922875998587848e-10
7.484065589679521e-11,6.824323755630829e-11,1.24168253807944e-10,1.7729237916716767e-10,5.761809080036808e-11,5.014492134969044e-12,1.4715166512334248e-10,1.236379339487639e-10,4.902382727321541e-12,3.929681870904665e-11,7.514537210560155e-11,5.482789855376154e-10,3.2099640143228217e-10,6.361639796938969e-12,8.290038100912535e-10,5.121136653390365e-11,8.416698628348386e-10,1.695159558213764e-10,5.3586960154367446e-09,1.504325910489296e-11,1.1162276106944465e-06,1.804464461558762e-11,5.112857756329324e-09,5.5667075745911686e-11,3.774057146266882e-09,1.2190514442700259e-11,1.2769119242174628e-11,4.232833961225192e-10,3.196340717185354e-10,3.958769889730007e-10,2.534319287420291e-15,4.6314577904717704e-12,1.0856034085138852e-09,4.341478520014661e-11,5.217685598368728e-13,3.9643308943819196e-10,3.3918813617216746e-10,1.6631848250367395e-11,1.3996775664823467e-10,4.032288830997351e-13,9.803921771581279e-11
3.46911604517506e-11,1.795258475059497e-10,2.817776207848308e-12,1.9974797259400734e-10,4.2912406815125515e-13,1.5694017266519029e-12,3.8216607281666525e-11,1.765855465483046e-10,1.3134436824976617e-10,2.4265065544102453e-10,1.3775184460666465e-10,8.095475340393332e-11,5.798354416542503e-14,2.149280272564841e-11,2.61404275344065e-10,4.2693367185297913e-11,8.686359688504888e-10,7.832444151908919e-11,2.5224825112431714e-14,6.980594073565637e-12,3.875525900819109e-07,2.9774836403914087e-12,9.018889538655678e-09,4.7863284519114596e-11,2.3137485054337107e-09,4.419768765749701e-12,1.1297189252138415e-09,2.3041267856763405e-10,1.0396468530866557e-10,4.676653766238024e-10,2.02054635969014e-10,1.747500460992791e-11,2.561114247569224e-10,5.134314923023215e-11,1.5366281231183418e-10,1.9022203204796614e-10,5.812187167577712e-12,4.16880057099909e-11,1.6339669572175542e-10,8.749462982683908e-11,3.2276561342645067e-10
