space,input,output
0.468937875751503,0.8350988416696228,0.8587222858710681
0.47094188376753504,0.8310770755156972,0.8551224098373791
0.4729458917835671,0.8272349787995984,0.8516767297317854
0.4749498997995992,0.8235891124385362,0.848401062253218
0.47695390781563124,0.8201554451618636,0.8453107437157399
0.4789579158316633,0.8169492374574499,0.8424205063879497
0.48096192384769537,0.813984928903379,0.8397443569558568
0.48296593186372744,0.8112760300453844,0.8372954585850536
0.4849699398797595,0.8088350199505647,0.8350860180504471
0.48697394789579157,0.8066732505228944,0.8331271793692334
0.4889779559118236,0.8048008586062559,0.831428925315232
0.49098196392785565,0.8032266868268146,0.8299999881108007
0.4929859719438877,0.8019582140394166,0.828847770487495
0.4949899799599198,0.8010014961434102,0.8279782781800707
0.49699398797595185,0.8003611179231972,0.8273960647725486
0.4989979959919839,0.8000401564493924,0.8271041896523988
0.501002004008016,0.8000401564493924,0.8271041896523988
0.503006012024048,0.8003611179231972,0.8273960647725486
0.5050100200400801,0.8010014961434102,0.8279782781800707
0.5070140280561122,0.8019582140394165,0.828847770487495
0.5090180360721442,0.8032266868268145,0.8299999881108006
0.5110220440881763,0.8048008586062558,0.8314289253152318
0.5130260521042084,0.8066732505228943,0.8331271793692332
0.5150300601202404,0.8088350199505646,0.8350860180504469
0.5170340681362725,0.8112760300453843,0.8372954585850536
0.5190380761523046,0.8139849289033789,0.8397443569558567
0.5210420841683366,0.8169492374574497,0.8424205063879495
0.5230460921843687,0.8201554451618635,0.8453107437157399
0.5250501002004008,0.8235891124385362,0.848401062253218
0.5270541082164328,0.8272349787995983,0.8516767297317854
0.5290581162324649,0.8310770755156971,0.8551224098373789
0.531062124248497,0.8350988416696227,0.8587222858710679
0.533066132264529,0.8392832424202789,0.8624601850742889
0.5350701402805611,0.8436128883026631,0.8663197022003675
0.5370741482965932,0.8480701544050427,0.8702843209764058
0.5390781563126252,0.852637298294346,0.8743375321819603
0.5410821643286573,0.8572965756041531,0.8784629471707724
0.5430861723446894,0.8620303522556084,0.8826444057764202
0.5450901803607214,0.8668212123489247,0.8868660776691188
0.5470941883767535,0.8716520608406388,0.8911125563659085
0.5490981963927856,0.8765062202079766,0.8953689452369684
0.5511022044088176,0.881367520395105,0.8996209349936554
0.5531062124248497,0.8862203814351046,0.9038548722861013
0.5551102204408818,0.891049888244601,0.9080578191770804
0.5571142284569138,0.8958418571935248,0.9122176033918586
0.5591182364729459,0.9005828941588515,0.916322859368747
0.561122244488978,0.9052604438768591,0.9203630602503187
0.56312625250501,0.9098628305119824,0.9243285410593286
0.565130260521042,0.9143792894603476,0.9282105133953116
0.567134268537074,0.91879999050132,0.9320010720670427
0.5691382765531061,0.9231160524997297,0.9356931941422469
0.5711422845691382,0.9273195499439274,0.9392807309492802
0.5731462925851702,0.9314035116795903,0.9427583936062867
0.5751503006012023,0.9353619122656381,0.9461217326822486
0.5771543086172344,0.9391896564361917,0.9493671126121054
0.5791583166332664,0.9428825572009176,0.9524916814957529
0.5811623246492985,0.9464373081551495,0.9554933369092367
0.5831663326653306,0.9498514506008688,0.9583706883468996
0.5851703406813626,0.9531233361000825,0.961123016896795
0.5871743486973947,0.9562520850936242,0.9637502327293463
0.5891783567134268,0.9592375422213206,0.966252830952113
0.5911823647294588,0.9620802289742989,0.9686318463525418
0.5931863727454909,0.9647812942975639,0.9708888075166725
0.595190380761523,0.9673424637415101,0.9730256907756965
0.597194388777555,0.9697659877354842,0.9750448743947715
0.5991983967935871,0.9720545895256573,0.9769490933802091
0.6012024048096192,0.9742114132840997,0.9787413952425736
0.6032064128256512,0.9762399728568969,0.9804250970148845
0.6052104208416833,0.9781441015772104,0.9820037437873156
0.6072144288577154,0.9799279035251716,0.9834810689829198
0.6092184368737474,0.9815957065711705,0.9848609565632184
0.6112224448897795,0.983152017493195,0.9861474053181818
0.6132264529058116,0.9846014794130632,0.987344495362432
0.6152304609218436,0.9859488317513109,0.9884563569285103
0.6172344689378757,0.9871988728567014,0.9894871415189235
0.6192384769539078,0.9883564254243155,0.9904409954515065
0.6212424849699398,0.9894263047763798,0.9913220358074881
0.6232464929859719,0.9904132900427723,0.9921343287685722
0.625250501002004,0.991322098243765,0.9928818703084017
0.627254509018036,0.9921573612462741,0.993568569184968
0.6292585170340681,0.9929236055368108,0.9941982321638838
0.6312625250501002,0.9936252347295668,0.9947745513879128
0.6332665330661322,0.9942665147066465,0.9953010937957667
0.6352705410821643,0.9948515612693541,0.9957812924828469
0.6372745490981964,0.9953843301645804,0.9962184398882924
0.6392785571142284,0.9958686093385988,0.9966156826863226
0.6412825651302605,0.9963080132618242,0.9969760182553217
0.6432865731462926,0.9967059791621197,0.9973022925953327
0.6452905811623246,0.9970657650008666,0.9975971995634522
0.6472945891783567,0.9973904490250006,0.9978632812969547
0.6492985971943888,0.9976829307293409,0.9981029296956783
0.6513026052104208,0.9979459330665474,0.9983183888381124
0.6533066132264529,0.9981820057466895,0.9985117582096229
0.655310621242485,0.9983935294744599,0.9986849966261783
0.657314629258517,0.9985827209792744,0.9988399267426258
0.6593186372745491,0.9987516387016356,0.998978240040903
0.6613226452905812,0.9989021890079982,0.9991015022003956
0.6633266533066132,0.9990361328157326,0.9992111587598311
0.6653306613226453,0.9991550925194802,0.9993085409875
0.6673346693386772,0.9992605591200386,0.9993948718841336
0.6693386773547093,0.9993538994667621,0.9994712722502833
0.6713426853707414,0.9994363635341854,0.9995387667574893
0.6733466933867734,0.9995090916630528,0.9995982899697896
0.6753507014028055,0.9995731217050613,0.9996506922691228
0.6773547094188376,0.9996293960193378,0.9996967456448946
0.6793587174348696,0.9996787682768882,0.9997371493143039
0.6813627254509017,0.9997220100369411,0.9997725351459762
0.6833667334669338,0.999759817066224,0.9998034728649623
0.6853707414829658,0.9997928153787341,0.9998304750222254
0.6873747494989979,0.9998215669794892,0.9998540017163529
0.68937875751503,0.9998465753010706,0.9998744650593756
0.691382765531062,0.9998682903265014,0.9998922333822851
0.6933867735470941,0.9998871133961694,0.9999076351790741
0.6953907815631262,0.999903401700112,0.9999209627909815
0.6973947895791582,0.9999174724600732,0.9999324758350111
0.6993987975951903,0.9999296068083445,0.9999424043828645
0.7014028056112224,0.9999400533725458,0.9999509518980869
0.7034068136272544,0.9999490315772331,0.9999582979405865
0.7054108216432865,0.9999567346745665,0.999964600648741
0.7074148296593186,0.9999633325172751,0.9999699990100812
0.7094188376753506,0.9999689740878585,0.999974614932087
0.7114228456913827,0.999973789798388,0.9999785551249439
0.7134268537074148,0.9999778935754734,0.9999819128082629
0.7154308617234468,0.9999813847449425,0.9999847692537192
0.7174348697394789,0.999984349730617,0.9999871951754393
0.719438877755511,0.9999868635812347,0.9999892519796517
0.721442885771543,0.9999889913391415,0.9999909928847973
0.7234468937875751,0.9999907892638465,0.9999924639228146
0.7254509018036072,0.9999923059229335,0.9999937048318486
0.7274549098196392,0.9999935831621777,0.9999947498500953
0.7294589178356713,0.9999946569660307,0.9999956284199105
0.7314629258517034,0.999995558218935,0.9999963658107639
0.7334669338677354,0.9999963133772185,0.9999969836690121
0.7354709418837675,0.999996945060615,0.999997500501903
0.7374749498997996,0.9999974725717606,0.9999979321026371
0.7394789579158316,0.9999979123513419,0.999998291922781
0.7414829659318637,0.9999982783759189,0.9999985913977689
0.7434869739478958,0.9999985825048302,0.999998840230743
0.7454909819639278,0.9999988347819925,0.9999990466394869
0.7474949899799599,0.9999990436978577,0.9999992175707556
0.749498997995992,0.9999992164162688,0.9999993588858912
0.751503006012024,0.9999993589704742,0.9999994755211988
0.7535070140280561,0.9999994764321176,0.9999995716262128
0.7555110220440882,0.9999995730566019,0.9999996506826307
0.7575150300601202,0.9999996524078593,0.9999997156064017
0.7595190380761523,0.9999997174652082,0.9999997688351515
0.7615230460921844,0.999999770714673,0.9999998124029019
0.7635270541082164,0.9999998142268557,0.999999848003783
0.7655310621242485,0.9999998497231989,0.9999998770462482
0.7675350701402806,0.9999998786322524,0.999999900699112
0.7695390781563125,0.9999999021373471,0.9999999199305545
0.7715430861723446,0.9999999212169088,0.9999999355411062
0.7735470941883766,0.9999999366784713,0.9999999481914758
0.7755511022044087,0.9999999491873195,0.999999958425988
0.7775551102204408,0.9999999592905569,0.9999999666922736
0.7795591182364728,0.9999999674372888,0.9999999733577818
0.7815631262525049,0.9999999739955127,0.9999999787236014
0.783567134268537,0.9999999792662253,0.9999999830360027
0.785571142284569,0.9999999834951799,0.9999999864960564
0.7875751503006011,0.9999999868826667,0.9999999892676367
0.7895791583166332,0.9999999895916316,0.9999999914840624
0.7915831663326652,0.9999999917544031,0.9999999932536028
0.7935871743486973,0.999999993478254,0.9999999946640261
0.7955911823647294,0.9999999948499908,0.9999999957863561
0.7975951903807614,0.9999999959397341,0.9999999966779642
0.7995991983967935,0.9999999968040257,0.9999999973851119
0.8016032064128256,0.9999999974883771,0.999999997945036
0.8036072144288576,0.9999999980293571,0.999999998387656
0.8056112224448897,0.9999999984562971,0.9999999987369703
0.8076152304609218,0.9999999987926813,0.9999999990121936
0.8096192384769538,0.9999999990572807,0.9999999992286843
0.8116232464929859,0.9999999992650712,0.9999999993986946
0.813627254509018,0.999999999427981,0.9999999995319846
0.81563126252505,0.9999999995554936,0.9999999996363129
0.8176352705410821,0.999999999655136,0.9999999997178384
0.8196392785571142,0.9999999997328716,0.9999999997814403
0.8216432865731462,0.9999999997934169,0.9999999998309775
0.8236472945891783,0.999999999840496,0.999999999869497
0.8256513026052104,0.9999999998770437,0.9999999998993996
0.8276553106212424,0.9999999999053693,0.9999999999225749
0.8296593186372745,0.9999999999272863,0.9999999999405069
0.8316633266533066,0.999999999944217,0.9999999999543595
0.8336673346693386,0.9999999999572741,0.9999999999650424
0.8356713426853707,0.9999999999673275,0.9999999999732679
0.8376753507014028,0.9999999999750555,0.9999999999795911
0.8396793587174348,0.9999999999809861,0.9999999999844432
0.8416833667334669,0.99999999998553,0.999999999988161
0.843687374749499,0.9999999999890057,0.9999999999910046
0.845691382765531,0.9999999999916599,0.9999999999931763
0.8476953907815631,0.9999999999936835,0.9999999999948319
0.8496993987975952,0.9999999999952238,0.9999999999960921
0.8517034068136272,0.9999999999963942,0.9999999999970497
0.8537074148296593,0.9999999999972823,0.9999999999977764
0.8557114228456913,0.9999999999979549,0.9999999999983268
0.8577154308617234,0.9999999999984635,0.9999999999987429
0.8597194388777555,0.9999999999988475,0.999999999999057
0.8617234468937875,0.9999999999991369,0.9999999999992939
0.8637274549098196,0.9999999999993546,0.999999999999472
0.8657314629258517,0.9999999999995183,0.9999999999996059
0.8677354709418837,0.999999999999641,0.9999999999997063
0.8697394789579158,0.9999999999997329,0.9999999999997815
0.8717434869739479,0.9999999999998015,0.9999999999998376
0.8737474949899798,0.9999999999998528,0.9999999999998797
0.8757515030060119,0.999999999999891,0.9999999999999108
0.877755511022044,0.9999999999999194,0.9999999999999339
0.879759519038076,0.9999999999999405,0.9999999999999515
0.8817635270541081,0.9999999999999561,0.9999999999999644
0.8837675350701402,0.9999999999999677,0.9999999999999736
0.8857715430861722,0.9999999999999764,0.9999999999999808
0.8877755511022043,0.9999999999999826,0.9999999999999858
0.8897795591182364,0.9999999999999872,0.9999999999999897
0.8917835671342684,0.9999999999999907,0.9999999999999925
0.8937875751503005,0.9999999999999932,0.9999999999999944
0.8957915831663326,0.999999999999995,0.9999999999999959
0.8977955911823646,0.9999999999999964,0.9999999999999972
0.8997995991983967,0.9999999999999973,0.9999999999999978
0.9018036072144288,0.9999999999999981,0.9999999999999986
0.9038076152304608,0.9999999999999987,0.9999999999999991
0.9058116232464929,0.999999999999999,0.9999999999999991
0.907815631262525,0.9999999999999993,0.9999999999999997
0.909819639278557,0.9999999999999994,0.9999999999999997
0.9118236472945891,0.9999999999999997,0.9999999999999998
0.9138276553106212,0.9999999999999998,1.0
0.9158316633266532,0.9999999999999998,1.0
0.9178356713426853,0.9999999999999999,1.0
0.9198396793587174,0.9999999999999999,1.0
0.9218436873747494,0.9999999999999999,1.0
0.9238476953907815,1.0,1.0
0.9258517034068136,1.0,1.0
0.9278557114228456,1.0,1.0
0.9298597194388777,1.0,1.0
0.9318637274549098,1.0,1.0
0.9338677354709418,1.0,1.0
0.9358717434869739,1.0,1.0
0.937875751503006,1.0,1.0
0.939879759519038,1.0,1.0
0.9418837675350701,1.0,1.0
0.9438877755511021,1.0,1.0
0.9458917835671342,1.0,1.0
0.9478957915831663,1.0,1.0
0.9498997995991983,1.0,1.0
0.9519038076152304,1.0,1.0
0.9539078156312625,1.0,1.0
0.9559118236472945,1.0,1.0
0.9579158316633266,1.0,1.0
0.9599198396793587,1.0,1.0
0.9619238476953907,1.0,1.0
0.9639278557114228,1.0,1.0
0.9659318637274549,1.0,1.0
0.9679358717434869,1.0,1.0
0.969939879759519,1.0,1.0
0.9719438877755511,1.0,1.0
0.9739478957915831,1.0,1.0
0.9759519038076151,1.0,1.0
0.9779559118236472,1.0,1.0
0.9799599198396792,1.0,1.0
0.9819639278557113,1.0,1.0
0.9839679358717434,1.0,1.0
0.9859719438877754,1.0,1.0
0.9879759519038075,1.0,1.0
0.9899799599198396,1.0,1.0
0.9919839679358716,1.0,1.0
0.9939879759519037,1.0,1.0
0.9959919839679358,1.0,1.0
0.9979959919839678,1.0,1.0
1.0,1.0,1.0
