freq_hz,jitter_psd_db,pa_pin_db,pa_out,pa_scr
12109.374999999998,-199.9999999076291,-6.072977278466622,0.39855074797507284,0.6038453487061402
12207.031249999998,-199.99999991510376,-6.003210721690012,0.40048025528007936,0.5987171790780769
12304.687499999998,-199.99999991875404,-5.934000079637477,0.4023871618054111,0.5935809027055569
12402.343749999998,-199.99999992137387,-5.865336563005027,0.4042715387044402,0.588436990657604
12499.999999999998,-199.99999992321793,-5.79721158930011,0.40613345965657455,0.5832859091299275
12597.656249999998,-199.99999993049587,-5.729616776403743,0.40797300080807436,0.578128119404877
12695.312499999998,-199.99999993209866,-5.662543936381214,0.4097902407130741,0.5729640778140309
12792.968749999998,-199.9999999345613,-5.595985069529918,0.41158526027483505,0.5677942357033797
12890.624999999998,-199.99999993869923,-5.5299323586535305,0.41335814268725474,0.5626190394010614
12988.281249999998,-199.99999994009238,-5.464378163552253,0.4151089733766579,0.5574389301876114
13085.937499999998,-199.99999994385192,-5.399315015719415,0.41683783994389456,0.5522543442686824
13183.593749999998,-199.99999994413974,-5.334735613235242,0.41854483210676574,0.5470657127501934
13281.249999999998,-199.999999949184,-5.270632815849049,0.4202300416428007,0.5418734616158645
13378.906249999998,-199.99999995154215,-5.206999640241577,0.42189356233240866,0.5366780117070944
13476.562499999998,-199.99999995094618,-5.1438292554596075,0.42353548990242246,0.5314797787051362
13574.218749999998,-199.99999995440587,-5.081114978515414,0.42515592197005686,0.526279173115528
13671.874999999998,-199.99999995807912,-5.018850270143918,0.4267549579872999,0.5210766002547336
13769.531249999998,-199.99999995745452,-4.957028730710865,0.42833269918575445,0.5158724602389471
13867.187499999998,-199.9999999597168,-4.895644096265571,0.42988924852194854,0.5106671479750167
13964.843749999998,-199.9999999620276,-4.8346902347321885,0.4314247106231314,0.5054610531534446
14062.499999999998,-199.9999999626109,-4.774161142233673,0.4329391917335702,0.500254560243414
14160.156249999998,-199.9999999659593,-4.714050939542958,0.434432799661364,0.49504804848979767
14257.812499999998,-199.99999996518721,-4.654353868656082,0.43590564372578644,0.4898418919121058
14355.468749999998,-199.99999996817058,-4.595064289482277,0.43735783470517553,0.48463645930532423
14453.124999999998,-199.99999996816658,-4.536176676646261,0.4387894847853792,0.47943211424259624
